Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Question Text- v1,Revised Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Format/Value - r0,Revised Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,IMS Review Notes
4129,4129,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",268240612,Why [do/did] you use electronic marijuana delivery devices that can be vaped?,ELMAR10,,,268240612,Why [do/did] you use electronic marijuana delivery devices that can be vaped?,,Why use electronic marijuana delivery devices that can be vaped,SrvSAS_WhyUseEMJDev_v1r0,ELMAR10,Num,2,437269318,0= Recreation,,No,No,,,,,,11/23/21,,
4130,4130,,,,,,,,,,,,,,,,,,838317013,1= As medicine,,,,,,,,,,,
4131,4131,,,,,,,,,,,,,,,,,,585672584,2= Recreation and as medicine,,,,,,,,,,,
4132,4132,,,,,,,,,,,,,,,,,,807835037,55 =  Other |__|,,,,,,,,,,,
4133,4133,,,,,,,,,,,,,,,,,,746038746,99 = Declined,,,,,,,,,,,
4134,4134,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",268240612,Why [do/did] you use electronic marijuana delivery devices that can be vaped?,ELMAR10,,,531654334,Why [do/did] you use electronic marijuana delivery devices that can be vaped? Other: Please describe text box,,Why [do/did] you use electronic marijuana delivery devices that can be vaped - Descriptive,SrvSAS_WhyUseEMJDevOth_v1r0,ELMAR10OTH,Char,,,N/A,,No,No,,,,,,11/23/21,,
4135,4135,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,446121108,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X] to age [Y / 17], what is the total amount of time you used them per day?",,"How much time electronic marijuana delivery devices used, Age [X] to age [Y / 17]",SrvSAS_EMJDevTm17_v1r0,ELMARLIFEA,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,
4136,4136,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
4137,4137,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
4138,4138,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
4139,4139,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
4140,4140,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,319252189,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 18] to age [Y / 24], what is the total amount of time you used them per day?",,"How much time electronic marijuana delivery devices used, Age [X / 18] to age [Y / 24]",SrvSAS_EMJDevTm1824_v1r0,ELMARLIFEB,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,
4141,4141,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
4142,4142,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
4143,4143,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
4144,4144,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
4145,4145,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,822964046,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 25] to age [Y / 29], what is the total amount of time you used them per day?",,"How much time electronic marijuana delivery devices used, [X / 25] to age [Y / 29]",SrvSAS_EMJDevTm2529_v1r0,ELMARLIFEC,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,
4146,4146,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
4147,4147,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
4148,4148,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
4149,4149,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
4150,4150,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,878281875,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 30] to age [Y / 39 / current age], what is the total amount of time you used them per day?",,"How much time electronic marijuana delivery devices used, [X / 30] to age [Y / 39 / current age]",SrvSAS_EMJDev3039_v1r0,ELMARLIFED,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,
4151,4151,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
4152,4152,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
4153,4153,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
4154,4154,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
4155,4155,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,989594002,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 40] to age [Y / 49 / current age], what is the total amount of time you used them per day?",,"How much time electronic marijuana delivery devices used, [X / 40] to age [Y / 49 / current age]",SrvSAS_EMJDev4049_v1r0,ELMARLIFEE,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,
4156,4156,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
4157,4157,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
4158,4158,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
4159,4159,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
4160,4160,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,596004621,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 50] to age [Y / 59 / current age], what is the total amount of time you used them per day?",,"How much time electronic marijuana delivery devices used, [X / 50] to age [Y / 59 / current age]",SrvSAS_EMJDev5059_v1r0,ELMARLIFEF,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,
4161,4161,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
4162,4162,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
4163,4163,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
4164,4164,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
4165,4165,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,459096272,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 60] to age [Y / 69 / current age], what is the total amount of time you used them per day?",,"How much time electronic marijuana delivery devices used, [X / 60] to age [Y / 69 / current age]",SrvSAS_EMJDev6069_v1r0,ELMARLIFEG,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,
4166,4166,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
4167,4167,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
4168,4168,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
4169,4169,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
4170,4170,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,586306068,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 70] and older, what is the total amount of time you used them per day?",,"How much time electronic marijuana delivery devices used, [X / 70] and older",SrvSAS_EMJDev70_v1r0,ELMARLIFEH,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,2/28/22,,
4171,4171,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
4172,4172,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
4173,4173,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
4174,4174,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
4175,4175,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,101170268,How many days have you consumed marijuana in food or drinks in your  life?,,Days consumed marijuana in food or drinks in life,SrvSAS_EdiblesDays_v1r0,EAMAR1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/21,,
4176,4176,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,
4177,4177,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,
4178,4178,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,
4179,4179,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,908399883,How old were you when you first consumed marijuana in food or drinks?,,Age first consumed marijuana in food or drinks,SrvSAS_EdiblesAgeF_v1r0,EAMAR2,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4180,4180,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",653198444,Age first consumed marijuana in food or drinks on a regular basis,EAMAR3,,,622843252,Age first consumed marijuana in food or drinks on a regular basis number,,Age first consumed marijuana in food or drinks on a regular basis,SrvSAS_EdiblesAgeReg_v1r0,REGEAMAR_AGE,Num,2,,N/A,,No,No,,,,,,6/2/22,,Deleted concept ID in column J
4181,4181,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",653198444,Age first consumed marijuana in food or drinks on a regular basis,EAMAR3,,,653198444,Age first consumed marijuana in food or drinks on a regular basis,,"Age first consumed marijuana in food or drinks on a regular basis, Never consumed",SrvSAS_EdiblesNever_v1r0,EAMAR3,Num,2,648960871,44 = Never,,,,,,,,,11/23/21,,
4182,4182,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,742544044,Do you consume marijuana in food or drinks now?,,Consume marijuana in food or drinks now,SrvSAS_EdiblesNow_v1r0,EAMAR4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/21,,
4183,4183,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,
4184,4184,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,
4185,4185,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,
4186,4186,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,921663542,When was the last time you consumed marijuana in food or drinks?,,Last consume marijuana in food or drinks,SrvSAS_EdiblesLast_v1r0,EAMAR5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/21,,
4187,4187,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,
4188,4188,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,
4189,4189,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,818380721,On how many of the past 30 days have you consumed marijuana in food or drinks?,,Days consumed marijuana in food or drinks past 30 days,SrvSAS_Edibles30Days_v1r0,EAMAR6,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4190,4190,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,179510070,How many months ago did you last consume marijuana in food or drinks?,,Months ago last consumed marijuana in food or drinks,SrvSAS_EdiblesMoAgo_v1r0,EAMAR7A,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4191,4191,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,Yes,,515023660,"Month- During that time, did you ever consume marijuana in food or drinks every day?",,"Consumed marijuana in food or drinks every day, age last used, month",SrvSAS_EdiblesED_v1r0,EAMAR7B,Num,1,104430631,0 = No,,No,No,,,,,,10/24/22,,
4192,4192,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
4193,4193,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,Yes,,724239872,"Month- During that time, how many days (1 to 30) did you consume marijuana in food or drinks in a usual month?",,"How many days consumed marijuana in food or drinks, usual month",SrvSAS_EdiblesDaysNum_v1r0,EAMAR7C,Num,2,,N/A,,No,No,,,,,,10/24/22,,
4194,4194,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,700173707,How old were you when you last consumed marijuana in food or drinks?,,Age last consumed marijuana in food or drinks,SrvSAS_AgeEdiblesLast_v1r0,EAMAR8,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4195,4195,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,259481608,"Age last used - During that time, did you consume marijuana in food or drinks every day?",,"Consumed marijuana in food or drinks every day, age last used",SrvSAS_EdiblesEDAgeL_v1r0,EAMAR8C,Num,1,104430631,0 = No,,No,No,,,,,,7/28/22,,
4196,4196,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
4197,4197,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,786517174,"Age last used- During that time, how many days (1 to 30) did you use consume marijuana in food or drinks in a usual month?",,"How many days consumed marijuana in food or drinks, age last used",SrvSAS_DaysNumEdibles_v1r0,EAMAR8D,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4198,4198,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",276575533,"Number of servings consumed  marijuana in food or drinks, servings per day",EAMAR9A,,,810608313,# Servings per day,,"Number of servings consumed  marijuana in food or drinks, servings per day",SrvSAS_EdiblesServings_v1r0,EAMAR9ANUM,Num,2,,N/A,,No,No,,,,,,10/29/21,,
4199,4199,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",276575533,"Number of servings consumed  marijuana in food or drinks, servings per day",EAMAR9A,,,276575533,"Number of servings consumed  marijuana in food or drinks, servings per day",,"Number of servings consumed  marijuana in food or drinks, servings per day don't know",SrvSAS_EdiblesServingsDK_v1r0,EAMAR9A,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,11/23/21,,
4200,4200,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,891996278,Did you ever consume marijuana in food or drinks every day?,,Ever consumed marijuana in food or drinks every day,SrvSAS_EdiblesEveryDay_v1r0,EAMAR9B,Num,1,104430631,0 = No,,No,No,,,,,,10/25/21,,
4201,4201,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
4202,4202,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,238953261,How old were you when you stopped consuming marijuana in food or drinks every day?,,Age stopped consumed marijuana in food or drinks every day,SrvSAS_AgeStopEdibles_v1r0,EAMAR9D,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4203,4203,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",517100968,"When daily user, number of servings consumed marijuana in food or drinks",EAMAR9C,,,810608313,# Servings per day,,"When daily user, number of servings consumed marijuana in food or drinks",SrvSAS_EdiblesServNum_v1r0,EAMAR9CNUM,Num,2,,N/A,,No,No,,,,,,10/29/21,,
4204,4204,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",517100968,"When daily user, number of servings consumed marijuana in food or drinks",EAMAR9C,,,517100968,"When daily user, number of servings consumed marijuana in food or drinks",,"When daily user, number of servings consumed marijuana in food or drinks don't know",SrvSAS_EdiblesServNumDK_v1r0,EAMAR9C,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,11/23/21,,
4205,4205,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",810324917,Why [do/did] you use consume marijuana in food or drinks?,EAMAR10,,,810324917,Why [do/did] you use consume marijuana in food or drinks?,,Why consume marijuana in food or drinks,SrvSAS_WhyEdibles_v1r0,EAMAR10,Num,2,437269318,0= Recreation,,No,No,,,,,,3/10/22,,
4206,4206,,,,,,,,,,,,,,,,,,838317013,1= As medicine,,,,,,,,,,,
4207,4207,,,,,,,,,,,,,,,,,,585672584,2= Recreation and as medicine,,,,,,,,,,,
4208,4208,,,,,,,,,,,,,,,,,,807835037,55 =  Other |__|,,,,,,,,,,,
4209,4209,,,,,,,,,,,,,,,,,,746038746,99 = Declined,,,,,,,,,,,
4210,4210,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",810324917,Why [do/did] you use consume marijuana in food or drinks?,EAMAR10,,,479400169,Why [do/did] you use consume marijuana in food or drinks? Other: Please describe text box,,Why [do/did] you use consume marijuana in food or drinks - Descriptive,SrvSAS_WhyEdiblesOth_v1r0,EAMAR10OTH,Char,,,N/A,,No,No,,,,,,11/23/21,,
4211,4211,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,922708844,"On days that you consumed marijuana in food or drinks  when you were age [X] to age [Y / 17], about how many cigarettes did you smoke per day?",,"How many servings consumed marijuana in food or drinks used, Age [X] to age [Y / 17]",SrvSAS_EdiblesServ17_v1r0,EAMARLIFEA,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4212,4212,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,336810811,"On days that you consumed marijuana in food or drinks  when you were age [X / 18] to age [Y / 24], about how many cigarettes did you smoke per day?",,"How many servings consumed marijuana in food or drinks used, Age [X / 18] to age [Y / 24]",SrvSAS_EdiblesServ1824_v1r0,EAMARLIFEB,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4213,4213,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,925215135,"On days that you consumed marijuana in food or drinks  when you were age [X / 25] to age [Y / 29], about how many cigarettes did you smoke per day?",,"How many servings consumed marijuana in food or drinks used, [X / 25] to age [Y / 29]",SrvSAS_EdiblesServ2529_v1r0,EAMARLIFEC,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4214,4214,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,402300898,"On days that you consumed marijuana in food or drinks  when you were age [X / 30] to age [Y / 39 / current age], about how many cigarettes did you smoke per day?",,"How many servings consumed marijuana in food or drinks used, [X / 30] to age [Y / 39 / current age]",SrvSAS_EdiblesServ3039_v1r0,EAMARLIFED,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4215,4215,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,677733128,"On days that you consumed marijuana in food or drinks  when you were age [X / 40] to age [Y / 49 / current age], about how many cigarettes did you smoke per day?",,"How many servings consumed marijuana in food or drinks used, [X / 40] to age [Y / 49 / current age]",SrvSAS_EdiblesServ4049_v1r0,EAMARLIFEE,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4216,4216,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,702729897,"On days that you consumed marijuana in food or drinks  when you were age [X / 50] to age [Y / 59 / current age], about how many cigarettes did you smoke per day?",,"How many servings consumed marijuana in food or drinks used, [X / 50] to age [Y / 59 / current age]",SrvSAS_EdiblesServ5059_v1r0,EAMARLIFEF,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4217,4217,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,795265404,"On days that you consumed marijuana in food or drinks  when you were age [X / 60] to age [Y / 69 / current age], about how many cigarettes did you smoke per day?",,"How many servings consumed marijuana in food or drinks used, [X / 60] to age [Y / 69 / current age]",SrvSAS_EdiblesServ6069_v1r0,EAMARLIFEG,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4218,4218,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,432310123,"On days that you consumed marijuana in food or drinks  when you were age [X / 70] and older, about how many cigarettes did you smoke per day?",,"How many servings consumed marijuana in food or drinks used, [X / 70] and older",SrvSAS_EdiblesServ70_v1r0,EAMARLIFEH,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4219,4219,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,355689185,How many days have you used THC concentrates via dabbing in your  life?,,Days use THC concentrates via dabbing in life,SrvSAS_THCDays_v1r0,THMAR1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/21,,
4220,4220,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,
4221,4221,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,
4222,4222,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,
4223,4223,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,766791333,How old were you when you first used THC concentrates via dabbing?,,Age first use THC concentrates via dabbing,SrvSAS_AgeUseTHCF_v1r0,THMAR2,Num,2,,N/A,,No,No,,,,,,12/6/21,,
4224,4224,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",742254559,Age first use THC concentrates via dabbing on a regular basis,THMAR3,,,185168695,Age first use THC concentrates via dabbing on a regular basis number,,Age first use THC concentrates via dabbing on a regular basis,SrvSAS_AgeUseTHCReg_v1r0,REGTHMAR_AGE,Num,2,,N/A,,No,No,,,,,,6/2/22,,Deleted concept ID in column J
4225,4225,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",742254559,Age first use THC concentrates via dabbing on a regular basis,THMAR3,,,742254559,Age first use THC concentrates via dabbing on a regular basis,,"Age first use THC concentrates via dabbing on a regular basis, Never used",SrvSAS_NeverTHC_v1r0,THMAR3,Num,2,648960871,44 = Never,,,,,,,,,11/23/21,,
4226,4226,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,420155119,Do you use THC concentrates via dabbing now?,,Use THC concentrates via dabbing now,SrvSAS_THCNow_v1r0,THMAR4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/21,,
4227,4227,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,
4228,4228,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,
