Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
4735,4735,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,640944113,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 60] to age [Y / 69 / current age], what is the total amount of time you used them per day?",,"How much time e-cigarettes or other vaping devices used, [X / 60] to age [Y / 69 / current age]",SrvSAS_ECigTm6069_v1r1,ECIGLIFEG,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,8/22/23,,,Denoted as revised and updated suffix to _v1r1
4736,4736,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4737,4737,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4738,4738,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4739,4739,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4740,4740,,,,,,,,,New,,,,,,,,,,402752509,5 = Didn't use e-cigarettes or other vaping devices during this time,,,,,,,,,8/29/23,,,Removed special characters from current format/value
4741,4741,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,866159532,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 70] and older, what is the total amount of time you used them per day?",,"How much time e-cigarettes or other vaping devices used, [X / 70] and older",SrvSAS_ECigTm70_v1r1,ECIGLIFEH,Num,1,428999623,0= 15 minutes or less,,No,No,,,,,,8/22/23,,,Denoted as revised and updated suffix to _v1r1
4742,4742,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4743,4743,,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,,
4744,4744,,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,,
4745,4745,,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,,
4746,4746,,,,,,,,,New,,,,,,,,,,402752509,5 = Didn't use e-cigarettes or other vaping devices during this time,,,,,,,,,8/29/23,,,Removed special characters from current format/value
4747,4747,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,182431332,"How many cigars, cigarillos, or little filtered cigars have you smoked in your entire life?",,"How many cigars, cigarillos, or little filtered cigars used in life",SrvSAS_CigarsNum_v1r0,CIGAR1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/21,,,
4748,4748,,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,,
4749,4749,,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,,
4750,4750,,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,,
4751,4751,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,241771440,"How old were you when you first smoked a cigars, cigarillos, or little filtered cigars?",,"Age first used cigars, cigarillos, or little filtered cigars",SrvSAS_AgeCigarsUseF_v1r0,CIGAR2,Num,2,,N/A,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,
4752,4752,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",814115676,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis",,CIGAR3,,,851145096,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis number",,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis",SrvSAS_AgeCigarUseFReg_v1r0,REGCIGAR_AGE,Num,2,,N/A,,No,No,"Range check min=isDefined(D_241771440,0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,Deleted concept ID in column J
4753,4753,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",814115676,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis",,CIGAR3,,,814115676,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis",,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis, Never smoked",SrvSAS_NeverSmoked_v1r0,CIGAR3,Num,2,648960871,44 = Never,,,,,,,,,11/23/21,,,
4754,4754,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,564438246,"Do you smoke cigars, cigarillos, or little filtered cigars now?",,"Use cigars, cigarillos, or little filtered cigars now",SrvSAS_UseCigarNow_v1r0,CIGAR4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/21,,,
4755,4755,,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,,
4756,4756,,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,,
4757,4757,,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,,
4758,4758,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,789271762,"When was the last time you smoked cigars, cigarillos, or little filtered cigars?",,"Use cigars, cigarillos, or little filtered cigars now",SrvSAS_UseCigarLast_v1r0,CIGAR5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/21,,,
4759,4759,,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,,
4760,4760,,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,,
4761,4761,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,622210148,"On how many of the past 30 days have you smoked cigars, cigarillos, or little filtered cigars?",,"Days used cigars, cigarillos, or little filtered cigars past 30 days",SrvSAS_DaysUseCigar_v1r0,CIGAR6,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/28/23,,,
4762,4762,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,457290610,"How many months ago did you last smoke cigars, cigarillos, or little filtered cigars?",,"Months ago last used cigars, cigarillos, or little filtered cigars",SrvSAS_LastUseCigarMo_v1r0,CIGAR7,Num,2,,N/A,,No,No,Range check min=1 max=11,,,,,8/28/23,,,
4766,4766,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,997412869,"How old were you when you last smoked cigars, cigarillos, or little filtered cigars?",,"Age last used cigars, cigarillos, or little filtered cigars",SrvSAS_AgeUseCigarL_v1r0,CIGAR8,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_851145096,D_241771440),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,
4767,4767,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,395480458,"Age last used - During the time you last smoked cigars, cigarillos, or little filtered cigars, did you smoke them every day?","Age last used - During that time, did you smoke cigars, cigarillos, or little filtered cigars every day?","Use cigars, cigarillos, or little filtered cigars every day, age last used",SrvSAS_AgeUseCigarED_v2r0,CIGAR8C,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4768,4768,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4769,4769,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,674378360,"Age last used- During that time, how many days (1 to 30) did you smoke cigars, cigarillos, or little filtered cigars in a usual month?",,"How many days used cigars, cigarillos, or little filtered cigars, age last used",SrvSAS_CigarsDaysNum_v1r0,CIGAR8D,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/28/23,,,
4770,4770,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,780721084,"On days that you [smoke/smoked], how many cigars, cigarillos, or little filtered cigars [do/did] you smoke per day? Please provide the number of cigars, cigarillos, or little filtered cigars, not the number of packs.",,"Number of cigars, cigarillos, or little filtered cigars per day",SrvSAS_CigarsPerDay_v1r0,CIGAR9A,Num,2,,N/A,,No,No,Range check min=1 max=99,,,,,8/28/23,,,
4771,4771,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,287715042,"Now thinking about your entire life, did you ever smoke cigars, cigarillos, or little filtered cigars every day?","Did you ever smoke cigars, cigarillos, or little filtered cigars every day?","Ever use cigars, cigarillos, or little filtered cigars every day",SrvSAS_CigarsUseED_v2r0,CIGAR9B,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
4772,4772,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4773,4773,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,145078867,"How old were you when you stopped smoking cigars, cigarillos, or little filtered cigars every day?",,"Age stopped using cigars, cigarillos, or little filtered cigars every day",SrvSAS_AgeStopCigars_v1r0,CIGAR9D,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_851145096,D_241771440),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/28/23,,,
4774,4774,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,598954337,"When you were a daily smoker, how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"When daily user, number of cigars, cigarillos, or little filtered cigars per day",SrvSAS_EDUseCigarNum_v1r0,CIGAR9C,Num,2,,N/A,,No,No,Range check min=1 max=999,,,,,8/28/23,,,
4775,4775,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",103566006,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply.",,CIGAR10,,,123926260,Cigar,,Cigar,SrvSAS_Cigars_v1r0,0,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4776,4776,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4777,4777,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",103566006,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply.",,CIGAR10,,,741643840,Cigarillo,,Cigarillo,SrvSAS_Cigarillo_v1r0,1,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4778,4778,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4779,4779,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",103566006,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply.",,CIGAR10,,,959535900,Little filtered cigar,,Little filtered cigar,SrvSAS_FilterCigar_v1r0,2,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4780,4780,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4781,4781,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",103566006,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply.",,CIGAR10,,,807835037,Other |__|,,Other: Please describe,SrvSAS_OtherCigar_v1r0,55,Num,1,104430631,0 = No,,No,No,,,,,,10/20/21,,,
4782,4782,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4783,4783,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",103566006,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply.",,CIGAR10,,,325879966,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use Other Please describe text box",,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use - Descriptive",SrvSAS_OthCigarDesc_v1r0,CIGAR10OTH,Char,300,,N/A,,No,,,,,,,11/23/21,,,
4784,4784,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,254689566,"On days that you smoked when you were age [X] to age [Y / 17], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"How many cigars, cigarillos, or little filtered cigars used, Age [X] to age [Y / 17]",SrvSAS_Cigar17_v1r1,CIGARLIFEA,Num,2,,N/A,,No,No,Range check min=0 max=99. (Min=1 before January 2024 prod push),,,,,8/28/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4785,4785,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,951151270,"On days that you smoked when you were age [X / 18] to age [Y / 24], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"How many cigars, cigarillos, or little filtered cigars used, Age [X / 18] to age [Y / 24]",SrvSAS_Cigar1824_v1r1,CIGARLIFEB,Num,2,,N/A,,No,No,Range check min=0 max=99. (Min=1 before January 2024 prod push),,,,,8/28/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4786,4786,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,237415094,"On days that you smoked when you were age [X / 25] to age [Y / 29], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"How many cigars, cigarillos, or little filtered cigars used, [X / 25] to age [Y / 29]",SrvSAS_Cigar2529_v1r1,CIGARLIFEC,Num,2,,N/A,,No,No,Range check min=0 max=99. (Min=1 before January 2024 prod push),,,,,8/28/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4787,4787,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,868868325,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"How many cigars, cigarillos, or little filtered cigars used, [X / 30] to age [Y / 39 / current age]",SrvSAS_Cigar3039_v1r1,CIGARLIFED,Num,2,,N/A,,No,No,Range check min=0 max=99. (Min=1 before January 2024 prod push),,,,,8/28/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4788,4788,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,243519559,"On days that you smoked when you were age [X / 40] to age [Y / 49 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"How many cigars, cigarillos, or little filtered cigars used, [X / 40] to age [Y / 49 / current age]",SrvSAS_Cigar4049_v1r1,CIGARLIFEE,Num,2,,N/A,,No,No,Range check min=0 max=99. (Min=1 before January 2024 prod push),,,,,8/28/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4789,4789,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,365370279,"On days that you smoked when you were age [X / 50] to age [Y / 59 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"How many cigars, cigarillos, or little filtered cigars used, [X / 50] to age [Y / 59 / current age]",SrvSAS_Cigar5059_v1r1,CIGARLIFEF,Num,2,,N/A,,No,No,Range check min=0 max=99. (Min=1 before January 2024 prod push),,,,,8/28/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4790,4790,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,645681293,"On days that you smoked when you were age [X / 60] to age [Y / 69 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"How many cigars, cigarillos, or little filtered cigars used, [X / 60] to age [Y / 69 / current age]",SrvSAS_Cigar6069_v1r1,CIGARLIFEG,Num,2,,N/A,,No,No,Range check min=0 max=99. (Min=1 before January 2024 prod push),,,,,8/28/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4791,4791,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,,440364083,"On days that you smoked when you were age [X / 70] and older, about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,"How many cigars, cigarillos, or little filtered cigars used, [X / 70] and older",SrvSAS_Cigar70_v1r1,CIGARLIFEH,Num,2,,N/A,,No,No,Range check min=0 max=99. (Min=1 before January 2024 prod push),,,,,8/28/23,,,"Denoted as revised, updated preffix to _v1r1, added range check to Notes column, and revised min value from 1 to 0."
4792,4792,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,306320432,"How many days have you used chewing tobacco, snus, snuff, or dip  in your life?",,"How many days used chewing tobacco, snus, snuff, or dip used in life",SrvSAS_ChewTobDays_v1r0,CHEW1,Num,1,151488193,0= 10 or less,,No,No,,,,,,11/23/21,,,
4793,4793,,,,,,,,,,,,,,,,,,,805449318,1 = 11 to 49,,,,,,,,,,,,
4794,4794,,,,,,,,,,,,,,,,,,,486319890,2 = 50 to 99,,,,,,,,,,,,
4795,4795,,,,,,,,,,,,,,,,,,,132232896,3= 100 or more,,,,,,,,,,,,
4796,4796,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,213679054,"How old were you when you first used chewing tobacco, snus, snuff, or dip?",,"Age first used chewing tobacco, snus, snuff, or dip",SrvSAS_AgeFUseCT_v1r0,CHEW2,Num,2,,N/A,,No,No,"Range check min=0 max=sum(isDefined(D_150344905,age),1)",,,,,8/29/23,,,Added range check to Notes
4797,4797,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",257300783,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis",,CHEW3,,,424527685,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis number",,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis",SrvSAS_AgeUseCTReg_v1r0,REGCHEW_AGE,Num,2,,N/A,,No,No,"Range check min=isDefined(D_213679054,0) max=sum(isDefined(D_150344905,age),1)",,,,,8/29/23,,,Added range check to Notes
4798,4798,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",257300783,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis",,CHEW3,,,257300783,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis",,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis, Never used",SrvSAS_NeverUseCTReg_v1r0,CHEW3,Num,2,648960871,44 = Never,,,,,,,,,11/23/21,,,
4799,4799,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,101710639,"Do you use chewing tobacco, snus, snuff, or dip  now?",,"Use chewing tobacco, snus, snuff, or dip  now",SrvSAS_UseCTNow_v1r0,CHEW4,Num,1,419415087,"0 = No, not at all",,No,No,,,,,,11/24/21,,,
4800,4800,,,,,,,,,,,,,,,,,,,299561721,"1 = Yes, but rarely",,,,,,,,,,,,
4801,4801,,,,,,,,,,,,,,,,,,,716761013,"2 = Yes, but some days",,,,,,,,,,,,
4802,4802,,,,,,,,,,,,,,,,,,,804785430,"3 = Yes, every day",,,,,,,,,,,,
4803,4803,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,344631681,"When was the last time you used chewing tobacco, snus, snuff, or dip?",,"Last used chewing tobacco, snus, snuff, or dip",SrvSAS_LastUsedCT_v1r0,CHEW5,Num,1,317567178,0=  In the past month,,No,No,,,,,,10/25/21,,,
4804,4804,,,,,,,,,,,,,,,,,,,484055234,"1= More than a month ago, but in the past year",,,,,,,,,,,,
4805,4805,,,,,,,,,,,,,,,,,,,802197176,2= More than 1 year ago,,,,,,,,,,,,
4806,4806,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,872821562,"On how many of the past 30 days have you used chewing tobacco, snus, snuff, or dip?",,"Days used chewing tobacco, snus, snuff, or dip in past 30 days",SrvSAS_DaysUsedCT_v1r0,CHEW6,Num,2,,N/A,,No,No,Range check min=1 max=30,,,,,8/29/23,,,Added range check to Notes
4807,4807,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,344583659,"How many months ago did you last use chewing tobacco, snus, snuff, or dip?",,"Months ago last used chewing tobacco, snus, snuff, or dip",SrvSAS_MoAgoLastUsedCT_v1r0,CHEW7A,Num,2,,N/A,,No,No,Range check min=1 max=11,,,,,8/29/23,,,Added range check to Notes
4811,4811,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,,,671380198,"How old were you when you last used chewing tobacco, snus, snuff, or dip?",,"Age last used chewing tobacco, snus, snuff, or dip",SrvSAS_AgeUseCTLast_v1r0,CHEW8,Num,2,,N/A,,No,No,"Range check min=isDefined(isDefined(D_424527685,D_213679054),0) max=sum(isDefined(D_150344905,age),1)",,,,,8/29/23,,,Added range check to Notes
4812,4812,129084651,Survey,965707586,"Smoking, Alcohol, and Sun Exposure",,,,,Revised,1/18/23,785139115,"Age last used - During the time you last used chewing tobacco, snus, snuff, or dip, did you use them every day?","Age last used - During that time, did you use chewing tobacco, snus, snuff, or dip  every day?","Use chewing tobacco, snus, snuff, or dip  every day, age last used",SrvSAS_UseCTEDAge_v2r0,CHEW8C,Num,1,104430631,0 = No,,No,No,,,,,,2/2/23,,,Denoted date revised variable pushed to prod
