Formula for Index,Formula for Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
4340,4340,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,167966775,"During the season[s] in the past 12 months that you did Martial Arts (such as Karate or Judo), about how often did you do this activity?",,Last 12 Mons - Martial Arts,SrvMRE_MAOften_v1r0,EXEREC3I,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=8,,,,,11/15/21,,,
4341,4341,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,
4342,4342,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,
4343,4343,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,
4344,4344,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,
4345,4345,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,
4346,4346,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,904844824,"On the days that you did Martial Arts (such as Karate or Judo), about how much time per day did you spend doing this activity?",,Time/Day - Martial Arts,SrvMRE_MATime_v1r0,EXEREC4I,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=8,,,,,2/28/22,,,
4347,4347,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4348,4348,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,
4349,4349,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,
4350,4350,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,
4351,4351,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,
4352,4352,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,
4353,4353,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,612068433,"During the season[s] in the past 12 months that you danced, about how often did you do this activity?",,Last 12 Mons - Dance,SrvMRE_DanceOften_v1r0,EXEREC3J,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=9,,,,,11/15/21,,,
4354,4354,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,
4355,4355,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,
4356,4356,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,
4357,4357,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,
4358,4358,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,
4359,4359,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,650405110,"On the days that you danced, about how much time per day did you spend doing this activity?",,Time/Day - Dance,SrvMRE_DanceTime_v1r0,EXEREC4J,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=9,,,,,2/28/22,,,
4360,4360,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4361,4361,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,
4362,4362,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,
4363,4363,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,
4364,4364,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,
4365,4365,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,
4366,4366,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,865200503,"During the season[s] in the past 12 months that you did downhill skiing or snowboarding, about how often did you do this activity?",,Last 12 Mons - Downhill Ski/Snowboard,SrvMRE_SkiOften_v1r0,EXEREC3K,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=10,,,,,11/15/21,,,
4367,4367,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,
4368,4368,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,
4369,4369,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,
4370,4370,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,
4371,4371,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,
4372,4372,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,831643763,"On the days that you did downhill skiing or snowboarding, about how much time per day did you spend doing this activity?",,Time/Day - Downhill Ski/Snowboard,SrvMRE_SkiTime_v1r0,EXEREC4K,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=10,,,,,2/28/22,,,
4373,4373,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4374,4374,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,
4375,4375,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,
4376,4376,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,
4377,4377,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,
4378,4378,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,
4379,4379,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,981509686,"During the season[s] in the past 12 months that you did cross-country skiing, about how often did you do this activity?",,Last 12 Mons - Cross-country Skiing,SrvMRE_CCSkiOften_v1r0,EXEREC3L,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=11,,,,,11/15/21,,,
4380,4380,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,
4381,4381,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,
4382,4382,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,
4383,4383,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,
4384,4384,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,
4385,4385,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,921220809,"On the days that you did cross-country skiing, about how much time per day did you spend doing this activity?",,Time/Day - Cross-country Skiing,SrvMRE_CCSkiTime_v1r0,EXEREC4L,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=11,,,,,2/28/22,,,
4386,4386,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4387,4387,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,
4388,4388,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,
4389,4389,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,
4390,4390,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,
4391,4391,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,
4392,4392,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,214750556,"During the season[s] in the past 12 months that you did surfing or bodyboarding, about how often did you do this activity?",,Last 12 Mons - Surfing/Bodyboarding,SrvMRE_SurfOften_v1r0,EXEREC3M,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=12,,,,,11/15/21,,,
4393,4393,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,
4394,4394,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,
4395,4395,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,
4396,4396,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,
4397,4397,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,
4398,4398,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,621878019,"On the days that you did surfing or bodyboarding, about how much time per day did you spend doing this activity?",,Time/Day - Surfing/Bodyboarding,SrvMRE_SurfTime_v1r0,EXEREC4M,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=12,,,,,2/28/22,,,
4399,4399,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4400,4400,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,
4401,4401,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,
4402,4402,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,
4403,4403,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,
4404,4404,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,
4405,4405,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,775324618,"During the season[s] in the past 12 months that you did high-intensity circuit training (such as P90x or Crossfit), about how often did you do this activity?",,Last 12 Mons - High-Intensity Circuit Training,SrvMRE_HICTOften_v1r0,EXEREC3N,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=13,,,,,11/15/21,,,
4406,4406,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,
4407,4407,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,
4408,4408,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,
4409,4409,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,
4410,4410,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,
4411,4411,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,305312165,"On the days that you did high-intensity circuit training (such as P90x or Crossfit), about how much time per day did you spend doing this activity?",,Time/Day - High-Intensity Circuit Training,SrvMRE_HICTTime_v1r0,EXEREC4N,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=13,,,,,2/28/22,,,
4412,4412,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4413,4413,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,
4414,4414,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,
4415,4415,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,
4416,4416,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,
4417,4417,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,
4418,4418,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,522949496,"During the season[s] in the past 12 months that you did other exercise, about how often did you do this activity?",,Last 12 Mons - Oth Exercise,SrvMRE_ExerciseOften_v1r0,EXEREC3O,Num,2,239152340,0 = Once a month or less,,No,No,Only display if EXEREC1=55,,,,,11/15/21,,,
4419,4419,,,,,,,,,,,,,,,,,,,582006876,1 = 2 to 3 days per month,,,,,,,,,,,,
4420,4420,,,,,,,,,,,,,,,,,,,645894551,2 = 1 to 2 days per week,,,,,,,,,,,,
4421,4421,,,,,,,,,,,,,,,,,,,996315715,3 = 3 to 4 days per week,,,,,,,,,,,,
4422,4422,,,,,,,,,,,,,,,,,,,671267928,4 = 5 to 6 days per week,,,,,,,,,,,,
4423,4423,,,,,,,,,,,,,,,,,,,647504893,5 = Every day,,,,,,,,,,,,
4424,4424,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,272119228,"On the days that you did other exercise, about how much time per day did you spend doing this activity?",,Time/Day - Oth Exercise,SrvMRE_ExerciseTime_v1r0,EXEREC4O,Num,2,428999623,0 = 15 minutes or less,,No,No,Only display if EXEREC1=55,,,,,2/28/22,,,
4425,4425,,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,,
4426,4426,,,,,,,,,,,,,,,,,,,206020811,2 = 31 to 44 minutes,,,,,,,,,,,,
4427,4427,,,,,,,,,,,,,,,,,,,264163865,3 = 45 to 59 minutes,,,,,,,,,,,,
4428,4428,,,,,,,,,,,,,,,,,,,638092100,4 = 1 hour,,,,,,,,,,,,
4429,4429,,,,,,,,,,,,,,,,,,,628177728,5 = 2 hours,,,,,,,,,,,,
4430,4430,,,,,,,,,,,,,,,,,,,805918496,6 = 3 hours or more,,,,,,,,,,,,
4431,4431,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,591723682,"During a usual week, is your sleep schedule determined by your job, school, or other activities?",,Sleep Sched Determined by Job/School/Oth Activities,SrvMRE_SleepSched_v1r0,SLEEPSCHA,Num,2,104430631,0 = No,,No,No,,,,,,,,,
4432,4432,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4433,4433,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,168431681,"How many days per week is your sleep schedule determined by your job, school, or other activities?",,DaysWk - Sleep Sched Determined by Job/School/Oth Activities,SrvMRE_SleepSchedDays_v1r0,SLEEPSCHB,Num,2,349122068,0 = 1,,No,No,,,,,,10/8/21,,,
4434,4434,,,,,,,,,,,,,,,,,,,156095877,1 = 2,,,,,,,,,,,,
4435,4435,,,,,,,,,,,,,,,,,,,162668459,2 = 3,,,,,,,,,,,,
4436,4436,,,,,,,,,,,,,,,,,,,278139969,3 = 4,,,,,,,,,,,,
4437,4437,,,,,,,,,,,,,,,,,,,676824724,4 = 5,,,,,,,,,,,,
4438,4438,,,,,,,,,,,,,,,,,,,512144428,5 = 6,,,,,,,,,,,,
4439,4439,,,,,,,,,,,,,,,,,,,125674414,6 = 7,,,,,,,,,,,,
4440,4440,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,636757313,"What time do you usually go to bed on [the nights before workdays/most days]? Please tell us the time you usually get into your bed, not the time you usually fall asleep.",,Time Go To Bed Workdays/Most Days,SrvMRE_Bedtime_v1r0,SLEEP1A,Time,6,,HH:MM AM/PM,,No,,Follows SAS TIMEAMPM format,,,,,,,,
4441,4441,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",653906464,"On [the nights before workdays/most nights], how long does it usually take you to fall asleep?",,SLEEP1D,,,707805344,# of Hours,,Hours To Fall Asleep On Workdays,SrvMRE_FallAsleepHours_v1r0,FallAsleepHours,Num,1,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4442,4442,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",653906464,"On [the nights before workdays/most nights], how long does it usually take you to fall asleep?",,SLEEP1D,,,850393641,# of Minutes,,Mins To Fall Asleep On Workdays,SrvMRE_FallAsleepMin_v1r0,FallAsleepMin,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4443,4443,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,580367946,What time do you usually wake up on [workdays/most days]? Select your answer using the drop-down options below.,,Time Wake up Workdays/Most Days,SrvMRE_Wakeup_v1r0,SLEEP1F,Time,6,,HH:MM AM/PM,,No,No,Follows SAS TIMEAMPM format,,,,,10/6/21,,,
4444,4444,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",358259099,"On workdays, how long do you usually lie in bed after you wake up before getting out of bed?",,SLEEP1I,,,707805344,# of Hours,,Hrs Spent In Bed After Waking On Workdays,SrvMRE_LayInBedHrs_v1r0,LayInBedHrs,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4445,4445,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",358259099,"On workdays, how long do you usually lie in bed after you wake up before getting out of bed?",,SLEEP1I,,,850393641,# of Minutes,,Mins Spent In Bed After Waking On Workdays,SrvMRE_LayInBedMin_v1r0,LayInBedMin,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4446,4446,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,392629868,Do you use an alarm clock to wake up on [workdays/most days]?,,Alarm Clock Use Workdays/Most Days,SrvMRE_AlarmClock_v1r0,SLEEP1K,Num,2,104430631,0 = No,,No,No,,,,,,,,,
4447,4447,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4448,4448,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,354980163,"On [workdays/most days], do you wake up before the alarm rings?",,Wake Up Before Alarm Clock Workdays/Most Days,SrvMRE_WakeBeforeAlarm_v1r0,SLEEP1L,Num,2,104430631,0 = No,,No,No,,,,,,,,,
4449,4449,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4450,4450,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",424807655,"Exposure to natural sunlight can affect your sleep patterns. During a usual [workday/day], about how much time do you spend outside in direct sunlight?",,SLEEP1M,,,707805344,# of Hours,,Hrs In Direct Sunlight Workdays/Most Days,SrvMRE_SunlightHours_v1r0,OutsideHours,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4451,4451,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",424807655,"Exposure to natural sunlight can affect your sleep patterns. During a usual [workday/day], about how much time do you spend outside in direct sunlight?",,SLEEP1M,,,850393641,# of Minutes,,Minutes spent in direct sunlight workdays/most days,SrvMRE_SunlightMin_v1r0,OutsideMin,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4452,4452,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,823919522,"What time do you usually go to bed on the nights before non-workdays? Please tell us the time you usually get into your bed, not the time you usually fall asleep. Select your answer using the drop-down options below.",,Time Go To Bed On Non-Workdays,SrvMRE_NonWorkBed_v1r0,SLEEP2A,Time,6,,HH:MM AM/PM,,No,No,Follows SAS TIMEAMPM format,,,,,10/6/21,,,
4453,4453,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",532767229,"On nights before non-workdays, how long does it usually take you to fall asleep?",,SLEEP2D,,,707805344,# of Hours,,Hrs To Fall Asleep On Non-Workday,SrvMRE_NonWorkAsleepH_v1r0,NonWorkFallAsleepHours,Num,1,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4454,4454,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",532767229,"On nights before non-workdays, how long does it usually take you to fall asleep?",,SLEEP2D,,,850393641,# of Minutes,,Mins To Fall Asleep On Non-Workdays,SrvMRE_NonWorkAsleepM_v1r0,NonWorkFallAsleepMin,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4455,4455,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,698673038,What time do you usually wake up on non-workdays? Select your answer using the drop-down options below.,,Time Wake Up Non-Workdays,SrvMRE_NonWorkTimeUp_v1r0,SLEEP2F,Time,6,,HH:MM AM/PM,,No,No,Follows SAS TIMEAMPM format,,,,,10/6/21,,,
4456,4456,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",711365027,"On non-workdays, how long do you usually lie in bed after you wake up before getting out of bed?",,SLEEP2I,,,707805344,# of Hours,,Hrs In Bed After Waking On Non-Workdays,SrvMRE_LayInBedHrNW_v1r0,NonWorkAwakeBeforeUpHours,Num,1,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4457,4457,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",711365027,"On non-workdays, how long do you usually lie in bed after you wake up before getting out of bed?",,SLEEP2I,,,850393641,# of Minutes,,Mins In Bed After Waking On Non-Workdays,SrvMRE_LayInBedMinNW_v1r0,NonWorkAwakeBeforeUpMin,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4458,4458,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,874262904,Do you use an alarm clock to wake up on non-workdays?,,Use Of Alarm Clock Non-Workdays,SrvMRE_AlarmClockNW_v1r0,SLEEP2K,Num,2,104430631,0 = No,,No,No,,,,,,,,,
4459,4459,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4460,4460,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,820694957,"On non-workdays, do you wake up before the alarm rings?",,Wake Before Alarm Clock Non-Workdays,SrvMRE_UpBeforeAlarmNW_v1r0,SLEEP2L,Num,2,104430631,0 = No,,No,No,,,,,,,,,
4461,4461,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4462,4462,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,,,,,823541843,"On non-workdays, are you able to choose the times when you go to sleep and when you wake up? Some reasons you may not be able to choose sleeping and waking times include children, pets, or other non-work activities.",,Able to Choose Sleep/Wake Time Non-Workdays,SrvMRE_NWChooseSleepTm_v1r0,SLEEP2M,Num,2,104430631,0 = No,,No,No,,,,,,,,,
4463,4463,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
4464,4464,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",825227968,"During a usual non-workday, about how much time do you spend outside in direct sunlight?",,SLEEP2N,,,707805344,# of Hours,,Hrs In Direct Sunlight Non-Workdays,SrvMRE_SunlightHrsNW_v1r0,WorkdayOutsideHours,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4465,4465,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",825227968,"During a usual non-workday, about how much time do you spend outside in direct sunlight?",,SLEEP2N,,,850393641,# of Minutes,,Mins In Direct Sunlight Non-Workdays,SrvMRE_SunlightMinNW_v1r0,WorkdayOutsideMin,Num,2,,,,No,No,,,,,,12/6/22,,,Deleted last sentence in question text
4466,4466,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",421859821,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,GRID_SLHABIT1,,,220238240,Did you have trouble falling asleep?,,Trouble Falling Asleep,SrvMRE_TrblFallAsleep_v1r0,SLHABIT1A,Num,2,104430631,0 = No,,No,No,,,,,,11/15/21,,,
4467,4467,,,,,,,,,,,,,,,,,,,525779785,"1 = Yes, less than once per week",,,,,,,,,,,,
4468,4468,,,,,,,,,,,,,,,,,,,565036180,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,
4469,4469,,,,,,,,,,,,,,,,,,,284343405,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,
4470,4470,,,,,,,,,,,,,,,,,,,270994579,"4 = Yes, 5 or more times per week",,,,,,,,,,,,
4471,4471,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",421859821,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,GRID_SLHABIT1,,,151006826,Did you wake up several times a night?,,Wake Up Several Times/Night,SrvMRE_WakeUpMultTimes_v1r0,SLHABIT1B,Num,2,104430631,0 = No,,No,No,,,,,,11/15/21,,,
4472,4472,,,,,,,,,,,,,,,,,,,525779785,"1 = Yes, less than once per week",,,,,,,,,,,,
4473,4473,,,,,,,,,,,,,,,,,,,565036180,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,
4474,4474,,,,,,,,,,,,,,,,,,,284343405,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,
4475,4475,,,,,,,,,,,,,,,,,,,270994579,"4 = Yes, 5 or more times per week",,,,,,,,,,,,
4476,4476,129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",421859821,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,GRID_SLHABIT1,,,965290070,Did you wake up earlier than you planned to?,,Wake Earlier Than Planned,SrvMRE_WakeUpEarlier_v1r0,SLHABIT1C,Num,2,104430631,0 = No,,No,No,,,,,,11/15/21,,,
