conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date added or modified,Question_Type,QuestID - radio button or multi-answer format questions questions.
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Thyroid,Thyroid,SrvBOH_DThyroidCancer_v1r0,19,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Other |__|,Another type of cancer: Please describe,SrvBOH_DOtherCancer_v1r0,55,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Father - another type of cancer: Please describe [text box],Another type of cancer: Please describe [text box],SrvBOH_DOtherCancerDes_v1r0,DADCANC2_TB,Char,300,,N/A,,,No,No,,,,,,8/9/21,Optional Select All that Apply,DADCANC2
,Survey,,Background and Overall Health,,Father- Which type(s) of cancer? Select all that apply.,,Unavailable/Unknown,"I know they had cancer, but don't know what type",SrvBOH_DCancerUnknown_v1r0,77,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,DADCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had anal cancer?,,Age at diagnosis,Dad anal cancer age,SrvBOH_DadAnalCancAge_v1r0,DADCANC3A_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 0,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3A
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had anal cancer?,,Year at diagnosis,Dad anal cancer year,SrvBOH_DadAnalCancYr_v1r0,DADCANC3A_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 0,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3A
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had bladder cancer?,,Age at diagnosis,Dad bladder cancer age,SrvBOH_DadBlCancAge_v1r0,DADCANC3B_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3B
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had bladder cancer?,,Year at diagnosis,Dad bladder cancer year,SrvBOH_DadBlCancYr_v1r0,DADCANC3B_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3B
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had brain cancer?,,Age at diagnosis,Dad brain cancer age,SrvBOH_DadBraCancAge_v1r0,DADCANC3C_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3C
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had brain cancer?,,Year at diagnosis,Dad brain cancer year,SrvBOH_DadBraCancYr_v1r0,DADCANC3C_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3C
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had breast cancer?,,Age at diagnosis,Dad breast cancer age,SrvBOH_DadBreCancAge_v1r0,DADCANC3D_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3D
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had breast cancer?,,Year at diagnosis,Dad breast cancer year,SrvBOH_DadBreCancYr_v1r0,DADCANC3D_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3D
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,Age at diagnosis,Dad colon/rectal cancer age,SrvBOH_DadColCancAge_v1r0,DADCANC3E_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3E
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,Year at diagnosis,Dad colon/rectal cancer year,SrvBOH_DadColCancYr_v1r0,DADCANC3E_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3E
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,Age at diagnosis,Dad esophageal cancer age,SrvBOH_DadEsCancAge_v1r0,DADCANC3F_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3F
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,Year at diagnosis,Dad esophageal cancer year,SrvBOH_DadEsCancYr_v1r0,DADCANC3F_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3F
,Survey,,Background and Overall Health,,"Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,Age at diagnosis,"Dad Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer age",SrvBOH_DadHNCancAge_v1r0,DADCANC3G_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3G
,Survey,,Background and Overall Health,,"Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,Year at diagnosis,"Dad Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer year",SrvBOH_DadHNCancYr_v1r0,DADCANC3G_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3G
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had kidney cancer?,,Age at diagnosis,Dad kidney cancer age,SrvBOH_DadKidnCancAge_v1r0,DADCANC3H_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3H
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had kidney cancer?,,Year at diagnosis,Dad kidney cancer year,SrvBOH_DadKidnCancYr_v1r0,DADCANC3H_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3H
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,Age at diagnosis,Dad Leukemia (blood and bone marrow) cancer age,SrvBOH_DadLeukAge_v1r0,DADCANC3I_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3I
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,Year at diagnosis,Dad Leukemia (blood and bone marrow) cancer year,SrvBOH_DadLeukYr_v1r0,DADCANC3I_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3I
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Liver cancer?,,Age at diagnosis,Dad Liver cancer age,SrvBOH_DadLivCancAge_v1r0,DADCANC3J_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3J
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Liver cancer?,,Year at diagnosis,Dad Liver cancer year,SrvBOH_DadLivCancYr_v1r0,DADCANC3J_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3J
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,Age at diagnosis,Dad Lung or bronchial cancer age,SrvBOH_DadLungCancAge_v1r0,DADCANC3K_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3K
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,Year at diagnosis,Dad Lung or bronchial cancer year,SrvBOH_DadLungCancYr_v1r0,DADCANC3K_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3K
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,Age at diagnosis,Dad Non-Hodgkin's lymphoma cancer age,SrvBOH_DadNHLympAge_v1r0,DADCANC3L_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3L
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,Year at diagnosis,Dad Non-Hodgkin's lymphoma cancer year,SrvBOH_DadNHLympYr_v1r0,DADCANC3L_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3L
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,Age at diagnosis,Dad Lymphoma cancer age,SrvBOH_DadLympAge_v1r0,DADCANC3M_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3M
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,Year at diagnosis,Dad Lymphoma cancer year,SrvBOH_DadLympYr_v1r0,DADCANC3M_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3M
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,Age at diagnosis,Dad Melanoma (skin) cancer age,SrvBOH_DadMelanomaAge_v1r0,DADCANC3N_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 13,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3N
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,Year at diagnosis,Dad Melanoma (skin) cancer year,SrvBOH_DadMelanomaYr_v1r0,DADCANC3N_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 13,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3N
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,Age at diagnosis,Dad Non-melanoma skin (basal or squamous) cancer age,SrvBOH_DadNMSkCancAge_v1r0,DADCANC3O_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 14,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3O
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,Year at diagnosis,Dad Non-melanoma skin (basal or squamous) cancer year,SrvBOH_DadNMSkCancYr_v1r0,DADCANC3O_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 14,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3O
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,Age at diagnosis,Dad Pancreatic cancer age,SrvBOH_DadPanCancAge_v1r0,DADCANC3P_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 15,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3P
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,Year at diagnosis,Dad Pancreatic cancer year,SrvBOH_DadPanCancYr_v1r0,DADCANC3P_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 15,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3P
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Prostate cancer?,,Age at diagnosis,Dad Prostate cancer age,SrvBOH_DadProstCancAge_v1r0,DADCANC3Q_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 16,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3Q
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Prostate cancer?,,Year at diagnosis,Dad Prostate cancer year,SrvBOH_DadProstCancYr_v1r0,DADCANC3Q_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 16,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3Q
,Survey,,Background and Overall Health,,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,Age at diagnosis,Dad Stomach cancer age,SrvBOH_DadStomCancAge_v1r0,DADCANC3R_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 17,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3R
