conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Quest Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question
,Survey,,Where You Live and Work,,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can. ",,Childhood State/Province,State/Province,SrvLAW_ChildState_v1r0,CHILDST,Char,48,,,,,No,Yes,,,,,,,,CHILDADD1
,Survey,,Where You Live and Work,,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can. ",,Childhood Zip code,Zip code,SrvLAW_ChildZip_v1r0,CHILDZIP,Num,5,,,,,No,Yes,,,,,,,,CHILDADD1
,Survey,,Where You Live and Work,,"If your childhood address was not listed in the previous question, please enter it here. If you cannot remember the full address, please share as much information as you can. ",,Childhood Country ,Country ,SrvLAW_ChildCountry_v1r0,CHILDCOUNTRY,Char,300,,,,,No,Yes,,,,,,,,CHILDADD1
,Survey,,Where You Live and Work,,Child address- Please provide the following information: ,,Childhood City - Follow-up,City ,SrvLAW_ChildCityFU_v1r0,CHILDCITY_FOLLOWUP,Char,45,, ,, ,No,Yes, ,,,,,3/3/22,,CHILDADD2
,Survey,,Where You Live and Work,,Child address- Please provide the following information: ,,Childhood State/Province - Follow-up,State/Province,SrvLAW_ChildStateFU_v1r0,CHILDST_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/3/22,,CHILDADD2
,Survey,,Where You Live and Work,,Child address- Please provide the following information: ,,Childhood Zip code - Follow-up,Zip code,SrvLAW_ChildZipFU_v1r0,CHILDZIP_FOLLOWUP,Num,5,, ,, , , , ,,,,,3/3/22,,CHILDADD2
,Survey,,Where You Live and Work,,Child address- Please provide the following information: ,,Childhood Country - Follow-up,Country,SrvLAW_ChildCountryFU_v1r0,CHILDCOUNTRY_FOLLOWUP,Char,300,, ,, ,No,Yes, ,,,,,3/3/22,,CHILDADD2
,Survey,,Where You Live and Work,,Child address- Please provide the following information: ,,Child address- Please provide the following information: ,Do Not Know Childhood,SrvLAW_CHDontKnow_v1r0,CHILDADD2,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,CHILDADD2
,Survey,,Where You Live and Work,,Child address- Please provide the cross streets of the intersection closest to this address:,,Child Address Full Street name #1 ,Full Street name #1 ,SrvLAW_FullChildStrNm1_v1r0,FULLCHILDSTNAME1,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,CHILDADD3
,Survey,,Where You Live and Work,,Child address- Please provide the cross streets of the intersection closest to this address:,,Child Address Full Street name #2,Full Street name #2,SrvLAW_FullChldStrtNm1_v1r0,FULLCHILDSTNAME2,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,CHILDADD3
,Survey,,Where You Live and Work,,Child address- Please provide the cross streets of the intersection closest to this address:,,Child address- Please provide the cross streets of the intersection closest to this address:,Do Not Know Childhood Cross,SrvLAW_CHCrossDontKnow_v1r0,CHILDADD3,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,CHILDADD3
,Survey,,Where You Live and Work,,What year did you move into [insert address from CHILDADD1 – CHILDADD3/your childhood home]? ,,Year moved in,Year moved in,SrvLAW_ChildAddIn_Yr_v1r0,CHILDADD5_1_YEAR,Year,4,,yyyy,, ,No,No, ,,,,,2/4/22,,CHILDADD5
,Survey,,Where You Live and Work,,What year did you move into [insert address from CHILDADD1 – CHILDADD3/your childhood home]? ,,Lived there since birth,Lived there since birth,SrvLAW_ChildHomeBirth_v1r0,CHILDADD5,Num,1,,0 = Lived there since birth,,1 = Lived there since birth,No,No, ,,,,,3/10/22,,CHILDADD5
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Unavailable/Unknown,,,,,,,,,,
,Survey,,Where You Live and Work,,What year did you move out of [insert address from CHILDADD1 – CHILDADD3/your childhood home]? ,,Year moved out,Year moved out,SrvLAW_ChildAddOut_Yr_v1r0,CHILDADD5_2_YEAR,Year,4,,yyyy,, ,No,No, ,,,,,2/4/22,,CHILDADD6
,Survey,,Where You Live and Work,,What year did you move out of [insert address from CHILDADD1 – CHILDADD3/your childhood home]? ,,I still live there,I still live there,SrvLAW_ChildHomeCurr_v1r0,CHILDADD6,Num,1,,0 = I still live there,,1 = I still live there,No,No, ,,,,,3/10/22,,CHILDADD6
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Unavailable/Unknown,,,,,,,,,,
,Survey,,Where You Live and Work,,What was the source of water to [insert address from CHILDADD1 – CHILDADD3/your childhood home]?,,What was the source of water to [insert address from CHILDADD1 – CHILDADD3/your childhood home]?,Primary water source,SrvLAW_Chld1PrimWater_v1r0,CHILDWTR1,Num,1,,0= A public or municipal water supply,,1= A public or municipal water supply,No,No,,,,,,3/10/22,,CHILDWTR1
,,,,,,,,,,,,,,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,"2= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,
,,,,,,,,,,,,,,2= Private well or spring,,3= Private well or spring,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,4= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,What was the source of water to [insert address from CHILDADD1 – CHILDADD3/your childhood home]?,,What was the source of water to [insert address from CHILDADD1 – CHILDADD3/your childhood home]? Please describe [text box],Other: Please describe,SrvLAW_ChildWtr1_1_Oth_v1r0,CHILDWTR1_1_OTH,Char,300,,N/A,,,No,No,,,,,,3/10/22,,CHILDWTR1
,Survey,,Where You Live and Work,,What was the main source of water that you drank at [insert address from CHILDADD1 – CHILDADD3/your childhood home]? Please think about water used to make drinks ,,What was the main source of water that you drank at [insert address from CHILDADD1 – CHILDADD3/your childhood home]? Please think about water used to make drinks. ,Primary water source,SrvLAW_Chld1PrimWater2_v1r0,CHILDWTR2,Num,1,,0= Water from the tap or refrigerator that has not been filtered or treated,,1= Water from the tap or refrigerator that has not been filtered or treated,No,No,,,,,,3/10/22,,CHILDWTR2
,,,,,,,,,,,,,,1= Water from a refrigerator that has a water filter,,2= Water from a refrigerator that has a water filter,,,,,,,,,,
,,,,,,,,,,,,,,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,3= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,
,,,,,,,,,,,,,,3= Water that was filtered using reverse osmosis (under sink or whole house),,4= Water that was filtered using reverse osmosis under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,4= Water that was filtered with another type of filter (under sink or whole house),,5= Water that was filtered with another type of filter under sink or whole house=,,,,,,,,,,
,,,,,,,,,,,,,,"5= Bottled water, including water from a store dispenser or delivered to your home",,"6= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__| ,,7= Other: Please describe,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77= Don't know,,,,,,,,,,
,Survey,,Where You Live and Work,,What was the main source of water that you drank at [insert address from CHILDADD1 – CHILDADD3/your childhood home]? Please think about water used to make drinks. ,,What was the main source of water that you drank at [insert address from CHILDADD1 – CHILDADD3/your childhood home]? Please think about water used to make drinks. Please describe [text box],Other: Please describe, SrvLAW_ChildWtr2_1_Oth_v1r0,CHILDWTR2_1_OTH,Char,300,,N/A,, ,No, , ,,,,,1/19/22,,CHILDWTR2
,Survey,,Where You Live and Work,,"In a usual week, about how often do you drink tap water from your home?",,"In a usual week, about how often do you drink tap water from your home?",Drink tap water,SrvLAW_TapWaterNum_v1r0,DRINKSWTR2A,Num,1,,0 =  _times per day,,1 =  _times/day,No,No,,,,,,3/10/22,,DRINKSWTR2A
,,,,,,,,,,,,,,1 = 5 to 6 times per week,,2 =  5-6 times/week,,,,,,,,,,
,,,,,,,,,,,,,,2 = 3 to 4 times per week,,3 = 3-4 times/week,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 to 2 times per week,,4 = 1-2 times/week,,,,,,,,,,
,,,,,,,,,,,,,,4 = Less than once per week,,5 = Less than once a week,,,,,,,,,,
,,,,,,,,,,,,,,5 = I drink tap water but don’t know how often,,6 = I drink tap water but don’t know how often,,,,,,,,,,
,Survey,,Where You Live and Work,,"In a usual week, about how often do you drink tap water from your home?",,"In a usual week, about how often do you drink tap water from your home? Please describe [text box]",Tap water times/day,SrvLAW_DrinksWtr2A_Num_v1r0,DRINKSWTR2A_NUM,Num,3,,N/A,,,No,Yes,,,,,,1/12/22,,DRINKSWTR2A
,Survey,,Where You Live and Work,,"In a usual week, which of these beverages do you make with tap water from your home? Select all that apply.",,A cup of coffee,A cup of coffee,SrvLAW_CupOfCoffee_v1r0,0,Num,1,,0 = No,,1 = A cup of coffee,No,No,,,,,,1/19/22,,DRINKSWTR1
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,
,Survey,,Where You Live and Work,,"In a usual week, which of these beverages do you make with tap water from your home? Select all that apply.",,A cup of hot tea,A cup of hot tea,SrvLAW_CupOfHotTea_v1r0,1,Num,1,,0 = No,,2 = A cup of hot tea,No,No, ,,,,,1/19/22,,DRINKSWTR1
, ,, ,, ,, , , , , , ,,1 = Yes,, , , , ,,,,, ,, 
,Survey,,Where You Live and Work,,"In a usual week, which of these beverages do you make with tap water from your home? Select all that apply.",,A glass of iced tea,A glass of iced tea,SrvLAW_GlassOfIcedTea_v1r0,2,Num,1,,0 = No,,3 = A glass of iced tea,No,No, ,,,,,1/19/22,,DRINKSWTR1
, ,, ,, ,, , , , , , ,,1 = Yes,, , , , ,,,,, ,, 
,Survey,,Where You Live and Work,,"In a usual week, which of these beverages do you make with tap water from your home? Select all that apply.",,Any other beverage or soup made with your tap water (such as fruit juice made from concentrate and beverages made from powder),Any other beverage or soup made with your tap water (such as fruit juice made from concentrate and beverages made from powder),SrvLAW_BeverageOrSoup_v1r0,3,Num,1,,0 = No,,4 = Any other beverage or soup made with your tap water (such as fruit juice made from concentrate and beverages made from powder),No,No, ,,,,,1/19/22,,DRINKSWTR1
, ,, ,, ,, , , , , , ,,1 = Yes,, , , , ,,,,, ,, 
,Survey,,Where You Live and Work,,"In a usual week, which of these beverages do you make with tap water from your home? Select all that apply.",,Other: Please describe,Other: Please describe,SrvLAW_OtherTapBev_v1r0,55,Num,1,,0 = No,,5 = Other: Please describe [text box],No,No, ,,,,,1/19/22,,DRINKSWTR1
, ,, ,, ,, , , , , , ,,1 = Yes,, , , , ,,,,, ,, 
,Survey,,Where You Live and Work,,"In a usual week, which of these beverages do you make with tap water from your home? Select all that apply.",,55 = Other |__| ,Other: Please describe [text box],SrvLAW_DrinksWtr1_Oth_v1r0,DRINKSWTR1_OTH,Char,300,,,,No,No,,,,,,,3/10/22,,DRINKSWTR1
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make a cup of coffee?",,"In a usual week, about how often do you use tap water from your home to make a cup of coffee?","Drink tap water, coffee",SrvLAW_TapWaterCoffee_v1r0,DRINKSWTR2B,Num,1,,0 =  _times per day,,1 =  _times/day,No,No,,,,,,3/10/22,,DRINKSWTR2B
,,,,,,,,,,,,,,1 = 5 to 6 times per week,,2 =  5-6 times/week,,,,,,,,,,
,,,,,,,,,,,,,,2 = 3 to 4 times per week,,3 = 3-4 times/week,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 to 2 times per week,,4 = 1-2 times/week,,,,,,,,,,
,,,,,,,,,,,,,,4 = Less than once per week,,5 = Less than once a week,,,,,,,,,,
,,,,,,,,,,,,,,5 = I drink tap water but don’t know how often,,6 = I drink tap water but don’t know how often,,,,,,,,,,
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make a cup of coffee?",,"In a usual week, about how often do you use tap water from your home to make a cup of coffee? Please describe [text box]","Tap water times/day, coffee",SrvLAW_DrinksWtr2B_Num_v1r0,DRINKSWTR2B_NUM,Num,3,,N/A,,,No,Yes,,,,,,1/12/22,,DRINKSWTR2B
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make a cup of hot tea?",,"In a usual week, about how often do you use tap water from your home to make a cup of hot tea?","Drink tap water, hot tea",SrvLAW_TapWaterTea_v1r0,DRINKSWTR2C,Num,1,,0 =  _times per day,,1 =  _times/day,No,No,,,,,,3/10/22,,DRINKSWTR2C
,,,,,,,,,,,,,,1 = 5 to 6 times per week,,2 =  5-6 times/week,,,,,,,,,,
,,,,,,,,,,,,,,2 = 3 to 4 times per week,,3 = 3-4 times/week,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 to 2 times per week,,4 = 1-2 times/week,,,,,,,,,,
,,,,,,,,,,,,,,4 = Less than once per week,,5 = Less than once a week,,,,,,,,,,
,,,,,,,,,,,,,,5 = I drink tap water but don’t know how often,,6 = I drink tap water but don’t know how often,,,,,,,,,,
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make a cup of hot tea?",,"In a usual week, about how often do you use tap water from your home to make a cup of hot tea? Please describe [text box]","Tap water times/day, hot tea",SrvLAW_DrinksWtr2C_Num_v1r0,DRINKSWTR2C_NUM,Num,3,,N/A,,,No,Yes,,,,,,1/12/22,,DRINKSWTR2C
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make a glass of iced tea?",,"In a usual week, about how often do you use tap water from your home to make a glass of iced tea?","Drink tap water, iced tea",SrvLAW_TapWaterIcedTea_v1r0,DRINKSWTR2D,Num,1,,0 =  _times per day,,1 =  _times/day,No,No,,,,,,3/10/22,,DRINKSWTR2D
,,,,,,,,,,,,,,1 = 5 to 6 times per week,,2 =  5-6 times/week,,,,,,,,,,
,,,,,,,,,,,,,,2 = 3 to 4 times per week,,3 = 3-4 times/week,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 to 2 times per week,,4 = 1-2 times/week,,,,,,,,,,
,,,,,,,,,,,,,,4 = Less than once per week,,5 = Less than once a week,,,,,,,,,,
,,,,,,,,,,,,,,5 = I drink tap water but don’t know how often,,6 = I drink tap water but don’t know how often,,,,,,,,,,
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make a glass of iced tea?",,"In a usual week, about how often do you use tap water from your home to make a glass of iced tea? Please describe [text box]","Tap water times/day, iced tea",SrvLAW_DrinksWtr2D_Num_v1r0,DRINKSWTR2D_NUM,Num,3,,N/A,,,No,Yes,,,,,,1/12/22,,DRINKSWTR2D
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make any other beverages or soup?",,"In a usual week, about how often do you use tap water from your home to make any other beverages or soup?","Drink tap water, other beverages or soup",SrvLAW_TapWaterSoup_v1r0,DRINKSWTR2E,Num,1,,0 =  _times per day,,1 =  _times/day,No,No,,,,,,3/10/22,,DRINKSWTR2E
,,,,,,,,,,,,,,1 = 5 to 6 times per week,,2 =  5-6 times/week,,,,,,,,,,
,,,,,,,,,,,,,,2 = 3 to 4 times per week,,3 = 3-4 times/week,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 to 2 times per week,,4 = 1-2 times/week,,,,,,,,,,
,,,,,,,,,,,,,,4 = Less than once per week,,5 = Less than once a week,,,,,,,,,,
,,,,,,,,,,,,,,5 = I drink tap water but don’t know how often,,6 = I drink tap water but don’t know how often,,,,,,,,,,
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make any other beverages or soup?",,"In a usual week, about how often do you use tap water from your home to make any other beverages or soup? Please describe [text box]","Tap water times/day, other beverages or soup",SrvLAW_DrinksWtr2E_Num_v1r0,DRINKSWTR2E_NUM,Num,3,,N/A,,,No,Yes,,,,,,1/12/22,,DRINKSWTR2E
,Survey,,Where You Live and Work,,"In a usual week, about how often do you use tap water from your home to make [insert response from DRINKSWTR1/other beverages]?",,"In a usual week, about how often do you use tap water from your home to make [insert response from DRINKSWTR1/other beverages]?","Drink tap water, other",SrvLAW_TapWaterOther_v1r0,DRINKSWTR2F,Num,1,,0 =  _times per day,,1 =  _times/day,No,No,,,,,,3/10/22,,DRINKSWTR2F
