conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 60] to age [Y / 69 / current age], what is the total amount of time you used them per day?  ","How much time electronic marijuana delivery devices used, [X / 60] to age [Y / 69 / current age]",SrvSAS_EMJDev6069_v1r0,ELMARLIFEG,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used electronic marijuana delivery devices or tobacco when you were age [X / 70] and older, what is the total amount of time you used them per day?  ","How much time electronic marijuana delivery devices used, [X / 70] and older",SrvSAS_EMJDev70_v1r0,ELMARLIFEH,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How many days have you consumed marijuana in food or drinks in your  life? ,Days consumed marijuana in food or drinks in life,SrvSAS_EdiblesDays_v1r0,EAMAR1,Num,1,,0= 10 or less,,1= 10 or less,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1 = 11 to 49,,2= 11—49 ,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 50 to 99,,3= 50—99 ,,,,,,,,,,,,
,,,,,,,,,,,,,,3= 100 or more,,4= 100 or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you first consumed marijuana in food or drinks?,Age first consumed marijuana in food or drinks, SrvSAS_EdiblesAgeF_v1r0,EAMAR2,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Age first consumed marijuana in food or drinks on a regular basis,,Age started using on regular basis,Age first consumed marijuana in food or drinks on a regular basis,SrvSAS_EdiblesAgeReg_v1r0,REGEAMAR_AGE,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,EAMAR3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Age first consumed marijuana in food or drinks on a regular basis,,Age first consumed marijuana in food or drinks on a regular basis,"Age first consumed marijuana in food or drinks on a regular basis, Never consumed",SrvSAS_EdiblesNever_v1r0,EAMAR3,Num,2,,44 = Never,,,,,,,,,,11/23/21,,EAMAR3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Do you consume marijuana in food or drinks now? ,Consume marijuana in food or drinks now,SrvSAS_EdiblesNow_v1r0,EAMAR4,Num,1,,"0 = No, not at all ",,"1= Yes, every day",No,No,,,,,,11/24/21,,,,
,,,,,,,,,,,,,,"1 = Yes, but rarely",,"2= Yes, some day",,,,,,,,,,,,
,,,,,,,,,,,,,,"2 = Yes, but some days",,"3= Yes, but rarely ",,,,,,,,,,,,
,,,,,,,,,,,,,,"3 = Yes, every day",,"4= No, not at all",,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,When was the last time you consumed marijuana in food or drinks?,Last consume marijuana in food or drinks,SrvSAS_EdiblesLast_v1r0,EAMAR5,Num,1,,0=  In the past month ,,1=  In the past month ,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,"1= More than a month ago, but in the past year",,"2= More than a month ago, but in the past year",,,,,,,,,,,,
,,,,,,,,,,,,,,2= More than 1 year ago ,,3= More than 1 year ago ,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,On how many of the past 30 days have you consumed marijuana in food or drinks?,Days consumed marijuana in food or drinks past 30 days,SrvSAS_Edibles30Days_v1r0,EAMAR6,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How many months ago did you last consume marijuana in food or drinks?,Months ago last consumed marijuana in food or drinks,SrvSAS_EdiblesMoAgo_v1r0,EAMAR7A,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month- During that time, did you ever consume marijuana in food or drinks every day?","Consumed marijuana in food or drinks every day, age last used, month",SrvSAS_EdiblesED_v1r0,EAMAR7B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month- During that time, how many days (1 to 30) did you consume marijuana in food or drinks in a usual month? ","How many days consumed marijuana in food or drinks, usual month",SrvSAS_EdiblesDaysNum_v1r0,EAMAR7C,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you last consumed marijuana in food or drinks?,Age last consumed marijuana in food or drinks,SrvSAS_AgeEdiblesLast_v1r0,EAMAR8,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used -During that time, did you ever consume marijuana in food or drinks every day?","Consumed marijuana in food or drinks every day, age last used",SrvSAS_EdiblesEDAgeL_v1r0,EAMAR8C,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used- During that time, how many days (1 to 30) did you use consume marijuana in food or drinks in a usual month? ","How many days consumed marijuana in food or drinks, age last used",SrvSAS_DaysNumEdibles_v1r0,EAMAR8D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Number of servings consumed  marijuana in food or drinks, servings per day ",,# Servings per day,"Number of servings consumed  marijuana in food or drinks, servings per day",SrvSAS_EdiblesServings_v1r0,EAMAR9ANUM,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,EAMAR9A,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Number of servings consumed  marijuana in food or drinks, servings per day ",,"Number of servings consumed  marijuana in food or drinks, servings per day ","Number of servings consumed  marijuana in food or drinks, servings per day don't know",SrvSAS_EdiblesServingsDK_v1r0,EAMAR9A,Num,2,,77 = Unavailable/Unknown,,N/A,No,No,,,,,,11/23/21,,EAMAR9A,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Did you ever consume marijuana in food or drinks every day? ,Ever consumed marijuana in food or drinks every day,SrvSAS_EdiblesEveryDay_v1r0,EAMAR9B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you stopped consuming marijuana in food or drinks every day?         ,Age stopped consumed marijuana in food or drinks every day,SrvSAS_AgeStopEdibles_v1r0,EAMAR9D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"When daily user, number of servings consumed marijuana in food or drinks",,# Servings per day,"When daily user, number of servings consumed marijuana in food or drinks",SrvSAS_EdiblesServNum_v1r0,EAMAR9CNUM,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,EAMAR9C,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"When daily user, number of servings consumed marijuana in food or drinks",,"When daily user, number of servings consumed marijuana in food or drinks","When daily user, number of servings consumed marijuana in food or drinks don't know",SrvSAS_EdiblesServNumDK_v1r0,EAMAR9C,Num,2,,77 = Unavailable/Unknown,,N/A,No,No,,,,,,11/23/21,,EAMAR9C,,
,,,,,Why [do/did] you use consume marijuana in food or drinks?,,Why [do/did] you use consume marijuana in food or drinks?,Why consume marijuana in food or drinks,SrvSAS_WhyEdibles_v1r0,EAMAR10,Num,2,,0= Recreation,,1= Recreation,No,No,,,,,,11/23/21,,EAMAR10,,
,,,,,,,,,,,,,,1= As medicine,,2= As medicine,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Recreation and as medicine,,3= Recreation and as medicine,,,,,,,,,,,,
,,,,,,,,,,,,,,55 =  Other |__|,,4= Other: Please describe,,,,,,,,,,,,
,,,,,,,,,,,,,,99 = Declined,,5= Prefer not to answer,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Why [do/did] you use consume marijuana in food or drinks?,,Why [do/did] you use consume marijuana in food or drinks? Other: Please describe text box,Why [do/did] you use consume marijuana in food or drinks - Descriptive,SrvSAS_WhyEdiblesOth_v1r0,EAMAR10OTH,Char,,,N/A,,N/A,No,No,,,,,,11/23/21,,EAMAR10,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you consumed marijuana in food or drinks  when you were age [X] to age [Y / 17], about how many cigarettes did you smoke per day? ","How many servings consumed marijuana in food or drinks used, Age [X] to age [Y / 17]",SrvSAS_EdiblesServ17_v1r0,EAMARLIFEA ,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you consumed marijuana in food or drinks  when you were age [X / 18] to age [Y / 24], about how many cigarettes did you smoke per day? ","How many servings consumed marijuana in food or drinks used, Age [X / 18] to age [Y / 24]",SrvSAS_EdiblesServ1824_v1r0,EAMARLIFEB,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you consumed marijuana in food or drinks  when you were age [X / 25] to age [Y / 29], about how many cigarettes did you smoke per day? ","How many servings consumed marijuana in food or drinks used, [X / 25] to age [Y / 29]",SrvSAS_EdiblesServ2529_v1r0,EAMARLIFEC,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you consumed marijuana in food or drinks  when you were age [X / 30] to age [Y / 39 / current age], about how many cigarettes did you smoke per day? ","How many servings consumed marijuana in food or drinks used, [X / 30] to age [Y / 39 / current age]",SrvSAS_EdiblesServ3039_v1r0,EAMARLIFED,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you consumed marijuana in food or drinks  when you were age [X / 40] to age [Y / 49 / current age], about how many cigarettes did you smoke per day? ","How many servings consumed marijuana in food or drinks used, [X / 40] to age [Y / 49 / current age]",SrvSAS_EdiblesServ4049_v1r0,EAMARLIFEE,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you consumed marijuana in food or drinks  when you were age [X / 50] to age [Y / 59 / current age], about how many cigarettes did you smoke per day? ","How many servings consumed marijuana in food or drinks used, [X / 50] to age [Y / 59 / current age]",SrvSAS_EdiblesServ5059_v1r0,EAMARLIFEF,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you consumed marijuana in food or drinks  when you were age [X / 60] to age [Y / 69 / current age], about how many cigarettes did you smoke per day? ","How many servings consumed marijuana in food or drinks used, [X / 60] to age [Y / 69 / current age]",SrvSAS_EdiblesServ6069_v1r0,EAMARLIFEG,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you consumed marijuana in food or drinks  when you were age [X / 70] and older, about how many cigarettes did you smoke per day? ","How many servings consumed marijuana in food or drinks used, [X / 70] and older",SrvSAS_EdiblesServ70_v1r0,EAMARLIFEH,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How many days have you used THC concentrates via dabbing in your  life?,Days use THC concentrates via dabbing in life,SrvSAS_THCDays_v1r0,THMAR1,Num,1,,0= 10 or less,,1= 10 or less,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1 = 11 to 49,,2= 11—49 ,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 50 to 99,,3= 50—99 ,,,,,,,,,,,,
,,,,,,,,,,,,,,3= 100 or more,,4= 100 or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you first used THC concentrates via dabbing?,Age first use THC concentrates via dabbing,SrvSAS_AgeUseTHCF_v1r0,THMAR2,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Age first use THC concentrates via dabbing on a regular basis,,Age started using on regular basis,Age first use THC concentrates via dabbing on a regular basis,SrvSAS_AgeUseTHCReg_v1r0,REGTHMAR_AGE ,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,THMAR3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Age first use THC concentrates via dabbing on a regular basis,,Age first use THC concentrates via dabbing on a regular basis,"Age first use THC concentrates via dabbing on a regular basis, Never used",SrvSAS_NeverTHC_v1r0,THMAR3,Num,2,,44 = Never,,,,,,,,,,11/23/21,,THMAR3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Do you use THC concentrates via dabbing now? ,Use THC concentrates via dabbing now,SrvSAS_THCNow_v1r0,THMAR4,Num,1,,"0 = No, not at all ",,"1= Yes, every day",No,No,,,,,,11/24/21,,,,
,,,,,,,,,,,,,,"1 = Yes, but rarely",,"2= Yes, some day",,,,,,,,,,,,
,,,,,,,,,,,,,,"2 = Yes, but some days",,"3= Yes, but rarely ",,,,,,,,,,,,
,,,,,,,,,,,,,,"3 = Yes, every day",,"4= No, not at all",,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,When was the last time you used THC concentrates via dabbing?,Last use THC concentrates via dabbing,SrvSAS_THCLast_v1r0,THMAR5,Num,1,,0=  In the past month ,,1=  In the past month ,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,"1= More than a month ago, but in the past year",,"2= More than a month ago, but in the past year",,,,,,,,,,,,
,,,,,,,,,,,,,,2= More than 1 year ago ,,3= More than 1 year ago ,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,On how many of the past 30 days have you used THC concentrates via dabbing?,Days use THC concentrates via dabbing past 30 days,SrvSAS_THCDays30_v1r0,THMAR6,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How many months ago did you last use THC concentrates via dabbing?,Months ago last use THC concentrates via dabbing,SrvSAS_THCMoAgo_v1r0,THMAR7A,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month- During that time, did you ever use THC concentrates via dabbing every day?","During that time, did you ever use THC concentrates via dabbing every day?",SrvSAS_THCEveryDay_v1r0,THMAR7B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month- During that time, how many days (1 to 30) did you use THC concentrates via dabbing in a usual month? ","How many days use THC concentrates via dabbing, usual month",SrvSAS_THCDaysMo_v1r0,THMAR7C,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you last used THC concentrates via dabbing?,Age last use THC concentrates via dabbing,SrvSAS_AgeLastUseTHC_v1r0,THMAR8,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used -During that time, did you ever use THC concentrates via dabbing every day?","Use THC concentrates via dabbing, age last used",SrvSAS_AgeLastTHCED_v1r0,THMAR8C,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used- During that time, how many days (1 to 30) did you use THC concentrates via dabbing in a usual month?","How many days use THC concentrates via dabbing, age last used",SrvSAS_AgeLastTHCDays_v1r0,THMAR8D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"On days that you [use/used] THC concentrates via dabbing, how many servings [do/did] you have per day?",,# Servings per day,"On days that you [use/used] THC concentrates via dabbing, how many servings [do/did] you have per day?",SrvSAS_THCServings_v1r0,THMAR9ANUM,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,THMAR9A,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"On days that you [use/used] THC concentrates via dabbing, how many servings [do/did] you have per day?",,"On days that you [use/used] THC concentrates via dabbing, how many servings [do/did] you have per day?","Number of servings use/used THC concentrates, servings per day, do not know",SrvSAS_THCServingsDK_v1r0,THMAR9A,Num,2,,77 = Unavailable/Unknown,,N/A,No,No,,,,,,11/23/21,,THMAR9A,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Did you ever use THC concentrates via dabbing every day?,Ever use THC concentrates via dabbing every day,SrvSAS_THCUseED_v1r0,THMAR9B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you stopped using THC concentrates via dabbing every day?,Age stopped use THC concentrates via dabbing every day,SrvSAS_AgeStopTHC_v1r0,THMAR9D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"When you were a daily user of THC concentrates via dabbing, how many servings did you have per day?",,# Servings per day,"When daily user, number of servings use THC concentrates via dabbing",SrvSAS_THCServingNum_v1r0,THMAR9CNUM,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,THMAR9C,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"When you were a daily user of THC concentrates via dabbing, how many servings did you have per day?",,"When you were a daily user of THC concentrates via dabbing, how many servings did you have per day?","When daily user, number of servings use THC concentrates via dabbing, don't know",SrvSAS_THCServingNumDK_v1r0,THMAR9C,Num,2,,77 = Unavailable/Unknown,,N/A,No,No,,,,,,11/23/21,,THMAR9C,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Why [do/did] you use use THC concentrates via dabbing?,,Why [do/did] you use THC concentrates via dabbing?,Why use THC concentrates via dabbing,SrvSAS_WhyTHC_v1r0,THMAR10,Num,2,,0= Recreation,,1= Recreation,No,No,,,,,,11/23/21,,THMAR10,,
,,,,,,,,,,,,,,1= As medicine,,2= As medicine,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Recreation and as medicine,,3= Recreation and as medicine,,,,,,,,,,,,
,,,,,,,,,,,,,,55 =  Other |__|,,4= Other: Please describe,,,,,,,,,,,,
,,,,,,,,,,,,,,99 = Declined,,5= Prefer not to answer,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,Why [do/did] you use use THC concentrates via dabbing?,,Why [do/did] you use use THC concentrates via dabbing? Other: Please describe text box,Why [do/did] you use use THC concentrates via dabbing - Descriptive,SrvSAS_WhyTHCOther_v1r0,THMAR10OTH,Char,,,N/A,,N/A,No,No,,,,,,11/23/21,,THMAR10,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used THC concentrates via dabbing  when you were age [X] to age [Y / 17], about how many servings did you have per day? ","How many servings THC concentrates via dabbing used, Age [X] to age [Y / 17]",SrvSAS_THCServing17_v1r0,THMARLIFEA ,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used THC concentrates via dabbing  when you were age [X / 18] to age [Y / 24], about how many servings did you have per day? ","How many servings THC concentrates via dabbing used, Age [X / 18] to age [Y / 24]",SrvSAS_THCServing1824_v1r0,THMARLIFEB,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used THC concentrates via dabbing  when you were age [X / 25] to age [Y / 29], about how many servings did you have per day? ","How many servings THC concentrates via dabbing used, [X / 25] to age [Y / 29]",SrvSAS_THCServing2529_v1r0,THMARLIFEC,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used THC concentrates via dabbing  when you were age [X / 30] to age [Y / 39 / current age], about how many servings did you have per day? ","How many servings THC concentrates via dabbing used, [X / 30] to age [Y / 39 / current age]",SrvSAS_THCServing3039_v1r0,THMARLIFED,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used THC concentrates via dabbing  when you were age [X / 40] to age [Y / 49 / current age], about how many servings did you have per day? ","How many servings THC concentrates via dabbing used, [X / 40] to age [Y / 49 / current age]",SrvSAS_THCServing4049_v1r0,THMARLIFEE,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
