conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId,Format/Value,conceptId,Old Quest Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,Quest_Src Question,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Colon/rectal,Colon/rectal,SrvBOH_DColonCancer_v1r0,4,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Esophageal,Esophageal,SrvBOH_DEsophagealCanc_v1r0,5,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,"Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)","Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)",SrvBOH_DHNCancer_v1r0,6,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Kidney,Kidney,SrvBOH_DKidneyCancer_v1r0,7,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Leukemia (blood and bone marrow),Leukemia (blood and bone marrow),SrvBOH_DLeukemia_v1r0,8,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Liver,Liver,SrvBOH_DLiverCancer_v1r0,9,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Lung or bronchial,Lung or bronchial,SrvBOH_DLungCancer_v1r0,10,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Non-Hodgkin's lymphoma,Non-Hodgkin's lymphoma,SrvBOH_DNHLymphoma_v1r0,11,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Lymphoma,Lymphoma,SrvBOH_DLymphoma_v1r0,12,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Melanoma (skin),Melanoma (skin),SrvBOH_DMelanoma_v1r0,13,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Non-melanoma skin (basal or squamous),Non-melanoma skin (basal or squamous),SrvBOH_DNMSkinCancer_v1r0,14,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Pancreatic,Pancreatic,SrvBOH_DPancreaticCanc_v1r0,15,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Prostate,Prostate,SrvBOH_DProstateCancer_v1r0,16,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Stomach,Stomach,SrvBOH_DStomachCancer_v1r0,17,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Testicular,Testicular,SrvBOH_DTesticularCanc_v1r0,18,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Thyroid,Thyroid,SrvBOH_DThyroidCancer_v1r0,19,Num,1,,0=No,,,No,No,,,,,,,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Other |__|,Another type of cancer: Please describe,SrvBOH_DOtherCancer_v1r0,55,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Father - another type of cancer: Please describe [text box],Another type of cancer: Please describe [text box],SrvBOH_DOtherCancerDes_v1r0,DADCANC2_TB,Char,300,,N/A,,,No,No,,,,,,8/9/21,Optional Select All that Apply,DADCANC2,
,Survey,,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,Unavailable/Unknown,"I know they had cancer, but don't know what type",SrvBOH_DCancerUnknown_v1r0,77,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,DADCANC2,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Survey,,Background and Overall Health,345146692,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had anal cancer?,,Age at diagnosis,Dad anal cancer age,SrvBOH_DadAnalCancAge_v1r0,DADCANC3A_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 0,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3A,
,Survey,,Background and Overall Health,345146692,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had anal cancer?,,Year at diagnosis,Dad anal cancer year,SrvBOH_DadAnalCancYr_v1r0,DADCANC3A_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 0,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3A,
,Survey,,Background and Overall Health,243443318,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had bladder cancer?,,Age at diagnosis,Dad bladder cancer age,SrvBOH_DadBlCancAge_v1r0,DADCANC3B_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3B,
,Survey,,Background and Overall Health,243443318,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had bladder cancer?,,Year at diagnosis,Dad bladder cancer year,SrvBOH_DadBlCancYr_v1r0,DADCANC3B_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 1,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3B,
,Survey,,Background and Overall Health,610382315,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had brain cancer?,,Age at diagnosis,Dad brain cancer age,SrvBOH_DadBraCancAge_v1r0,DADCANC3C_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3C,
,Survey,,Background and Overall Health,610382315,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had brain cancer?,,Year at diagnosis,Dad brain cancer year,SrvBOH_DadBraCancYr_v1r0,DADCANC3C_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 2,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3C,
,Survey,,Background and Overall Health,135519371,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had breast cancer?,,Age at diagnosis,Dad breast cancer age,SrvBOH_DadBreCancAge_v1r0,DADCANC3D_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3D,
,Survey,,Background and Overall Health,135519371,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had breast cancer?,,Year at diagnosis,Dad breast cancer year,SrvBOH_DadBreCancYr_v1r0,DADCANC3D_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 3,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3D,
,Survey,,Background and Overall Health,785019074,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,Age at diagnosis,Dad colon/rectal cancer age,SrvBOH_DadColCancAge_v1r0,DADCANC3E_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3E,
,Survey,,Background and Overall Health,785019074,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,Year at diagnosis,Dad colon/rectal cancer year,SrvBOH_DadColCancYr_v1r0,DADCANC3E_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 4,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3E,
,Survey,,Background and Overall Health,152885579,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,Age at diagnosis,Dad esophageal cancer age,SrvBOH_DadEsCancAge_v1r0,DADCANC3F_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3F,
,Survey,,Background and Overall Health,152885579,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,Year at diagnosis,Dad esophageal cancer year,SrvBOH_DadEsCancYr_v1r0,DADCANC3F_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 5,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3F,
,Survey,,Background and Overall Health,692910565,"Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,Age at diagnosis,"Dad Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer age",SrvBOH_DadHNCancAge_v1r0,DADCANC3G_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3G,
,Survey,,Background and Overall Health,692910565,"Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,Year at diagnosis,"Dad Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer year",SrvBOH_DadHNCancYr_v1r0,DADCANC3G_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 6,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3G,
,Survey,,Background and Overall Health,522464057,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had kidney cancer?,,Age at diagnosis,Dad kidney cancer age,SrvBOH_DadKidnCancAge_v1r0,DADCANC3H_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3H,
,Survey,,Background and Overall Health,522464057,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had kidney cancer?,,Year at diagnosis,Dad kidney cancer year,SrvBOH_DadKidnCancYr_v1r0,DADCANC3H_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 7,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3H,
,Survey,,Background and Overall Health,808655074,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,Age at diagnosis,Dad Leukemia (blood and bone marrow) cancer age,SrvBOH_DadLeukAge_v1r0,DADCANC3I_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3I,
,Survey,,Background and Overall Health,808655074,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,Year at diagnosis,Dad Leukemia (blood and bone marrow) cancer year,SrvBOH_DadLeukYr_v1r0,DADCANC3I_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 8,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3I,
,Survey,,Background and Overall Health,659627058,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Liver cancer?,,Age at diagnosis,Dad Liver cancer age,SrvBOH_DadLivCancAge_v1r0,DADCANC3J_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3J,
,Survey,,Background and Overall Health,659627058,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Liver cancer?,,Year at diagnosis,Dad Liver cancer year,SrvBOH_DadLivCancYr_v1r0,DADCANC3J_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 9,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3J,
,Survey,,Background and Overall Health,370198527,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,Age at diagnosis,Dad Lung or bronchial cancer age,SrvBOH_DadLungCancAge_v1r0,DADCANC3K_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3K,
,Survey,,Background and Overall Health,370198527,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,Year at diagnosis,Dad Lung or bronchial cancer year,SrvBOH_DadLungCancYr_v1r0,DADCANC3K_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 10,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3K,
,Survey,,Background and Overall Health,291855684,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,Age at diagnosis,Dad Non-Hodgkin's lymphoma cancer age,SrvBOH_DadNHLympAge_v1r0,DADCANC3L_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3L,
,Survey,,Background and Overall Health,291855684,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,Year at diagnosis,Dad Non-Hodgkin's lymphoma cancer year,SrvBOH_DadNHLympYr_v1r0,DADCANC3L_YEAR,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 11,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3L,
,Survey,,Background and Overall Health,413536735,Father - How old was your Father when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,Age at diagnosis,Dad Lymphoma cancer age,SrvBOH_DadLympAge_v1r0,DADCANC3M_AGE,Num,3,,N/A,,,No,No,Connect Format/Values - Only display if DADCANC2= 12,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",DADCANC3M,
