,Primary Source,,Secondary Source,,Source Question,,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,,,,Old Quest Value,,Connect Value,Required,PII,,Notes,,,,,,,Date added or modified,,,QuestID - radio button or multi-answer format questions questions.,
,,,,,,,,,,,,,,,,5 = 1 hr,,4 = 1 hour,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1 to 2.9 hrs,,5 = 1 to 3  hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7= 3 to 4.9 hrs,,6 = 3 to 5 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8=5 to 6.9 hrs.,,7 = 5 to 7 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9=7 to 8.9 hrs.,,8 = 7 to 9 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10= 9 hrs. or more,,9 = 9 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent per WORKDAY,,"Walking and carrying materials weighing less than 50 pounds (for example, delivering mail, waiting tables, light construction, janitorial work, etc.)","Walking and carrying materials weighing less than 50 pounds (for example, delivering mail, waiting tables, light construction, janitorial work, etc.)",SrvMRE_WalkAndCarry_v1r0,WORKACTC,Num,2,,,,1 = None,,0 = None,No,No,,Grid Question,,,,,,,11/16/21,,,GRID_WORKACT,
,,,,,,,,,,,,,,,,2 = Less than 30 min,,1 = Less than 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 30 min,,2 = 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45 min,,3 = 45 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1 hr,,4 = 1 hour,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1 to 2.9 hrs,,5 = 1 to 3  hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7= 3 to 4.9 hrs,,6 = 3 to 5 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8=5 to 6.9 hrs.,,7 = 5 to 7 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9=7 to 8.9 hrs.,,8 = 7 to 9 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10= 9 hrs. or more,,9 = 9 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent per WORKDAY,,"Walking and heavy manual work often working with materials weighing over 50 pounds (for example, digging and shoveling, chopping wood, laying bricks, stacking hay, or other heavy manual labor, etc.)","Walking and heavy manual work often working with materials weighing over 50 pounds (for example, digging and shoveling, chopping wood, laying bricks, stacking hay, or other heavy manual labor, etc.)",SrvMRE_HeavyWork_v1r0,WORKACTD,Num,2,,,,1 = None,,0 = None,No,No,,Grid Question,,,,,,,11/16/21,,,GRID_WORKACT,
,,,,,,,,,,,,,,,,2 = Less than 30 min,,1 = Less than 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 30 min,,2 = 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45 min,,3 = 45 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1 hr,,4 = 1 hour,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1 to 2.9 hrs,,5 = 1 to 3  hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7= 3 to 4.9 hrs,,6 = 3 to 5 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8=5 to 6.9 hrs.,,7 = 5 to 7 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9=7 to 8.9 hrs.,,8 = 7 to 9 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10= 9 hrs. or more,,9 = 9 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent SITTING per day,,"Driving or sitting in a car, bus or train. [This includes commuting to and from work.]","Driving or sitting in a car, bus or train. [This includes commuting to and from work.]",SrvMRE_SitInTransport_v1r0,SITTINGA,Num,2,,,,1 = None,,0 = None,No,No,,Grid Question,,,,,,,11/16/21,,,GRID_SITTING,
,,,,,,,,,,,,,,,,2 = Less than 30 min,,1 = Less than 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 30 min,,2 = 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45 min,,3 = 45 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1 hr,,4 = 1 hour,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1 to 2.9 hrs,,5 = 1 to 3  hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7= 3 to 4.9 hrs,,6 = 3 to 5 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8=5 to 6.9 hrs.,,7 = 5 to 7 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9=7 to 8.9 hrs.,,8 = 7 to 9 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10= 9 hrs. or more,,9 = 9 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent SITTING per day,,"Sitting and watching television shows, movies, or other video content on a television, tablet, phone, or computer","Sitting and watching television shows, movies, or other video content on a television, tablet, phone, or computer",SrvMRE_SittingTV_v1r0,SITTINGB,Num,2,,,,1 = None,,0 = None,No,No,,Grid Question,,,,,,,11/16/21,,,GRID_SITTING,
,,,,,,,,,,,,,,,,2 = Less than 30 min,,1 = Less than 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 30 min,,2 = 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45 min,,3 = 45 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1 hr,,4 = 1 hour,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1 to 2.9 hrs,,5 = 1 to 3  hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7= 3 to 4.9 hrs,,6 = 3 to 5 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8=5 to 6.9 hrs.,,7 = 5 to 7 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9=7 to 8.9 hrs.,,8 = 7 to 9 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10= 9 hrs. or more,,9 = 9 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent SITTING per day,,"Sitting and browsing the internet, playing video games, using social media, or using any other apps or programs on a tablet, phone, computer, or television","Sitting and browsing the internet, playing video games, using social media, or using any other apps or programs on a tablet, phone, computer, or television",SrvMRE_SittingInternet_v1r0,SITTINGC,Num,2,,,,1 = None,,0 = None,No,No,,Grid Question,,,,,,,11/16/21,,,GRID_SITTING,
,,,,,,,,,,,,,,,,2 = Less than 30 min,,1 = Less than 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 30 min,,2 = 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45 min,,3 = 45 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1 hr,,4 = 1 hour,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1 to 2.9 hrs,,5 = 1 to 3  hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7= 3 to 4.9 hrs,,6 = 3 to 5 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8=5 to 6.9 hrs.,,7 = 5 to 7 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9=7 to 8.9 hrs.,,8 = 7 to 9 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10= 9 hrs. or more,,9 = 9 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent SITTING per day,,"Other sitting outside of work (such as for reading, crafts, and hobbies)","Other sitting outside of work (such as for reading, crafts, and hobbies)",SrvMRE_SittingOut_v1r0,SITTINGD,Num,2,,,,1 = None,,0 = None,No,No,,Grid Question,,,,,,,11/16/21,,,GRID_SITTING,
,,,,,,,,,,,,,,,,2 = Less than 30 min,,1 = Less than 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 30 min,,2 = 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45 min,,3 = 45 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1 hr,,4 = 1 hour,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 1 to 2.9 hrs,,5 = 1 to 3  hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7= 3 to 4.9 hrs,,6 = 3 to 5 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,8=5 to 6.9 hrs.,,7 = 5 to 7 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,9=7 to 8.9 hrs.,,8 = 7 to 9 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,10= 9 hrs. or more,,9 = 9 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Frequency of Household or Shopping activities,,"Light household chores (such as cooking, tidying up, laundry, or dusting)","Light household chores (such as cooking, tidying up, laundry, or dusting)",SrvMRE_LightChores_v1r0,HOUSE1A,Num,2,,,,0 = Never,,44 = Never,No,No,,Grid Question,,,,,,,11/15/21,,,GRID_HOUSE,
,,,,,,,,,,,,,,,,1 = Once a month or less,,1 = Once a month or less,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2 = 2-3 days a month,,2 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 1-2 days a week,,3 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 3-4 days a week,,4 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 5-6 days a week,,5 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day,,6 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Frequency of Household or Shopping activities,,"Moderate to vigorous household chores_(vacuuming, sweeping, etc.) during past 12 months","Moderate to vigorous household chores_(vacuuming, sweeping, etc.) during past 12 months",SrvMRE_ModerateChores_v1r0,HOUSE1B,Num,2,,,,0 = Never,,44 = Never,No,No,,Grid Question,,,,,,,11/15/21,,,GRID_HOUSE,
,,,,,,,,,,,,,,,,1 = Once a month or less,,1 = Once a month or less,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2 = 2-3 days a month,,2 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 1-2 days a week,,3 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 3-4 days a week,,4 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 5-6 days a week,,5 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day,,6 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Frequency of Household or Shopping activities,,"Caring for pets (walking dogs, feeding, playing, grooming) during past 12 months","Caring for pets (walking dogs, feeding, playing, grooming) during past 12 months",SrvMRE_CaringForPets_v1r0,HOUSE1C,Num,2,,,,0 = Never,,44 = Never,No,No,,Grid Question,,,,,,,11/15/21,,,GRID_HOUSE,
,,,,,,,,,,,,,,,,1 = Once a month or less,,1 = Once a month or less,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2 = 2-3 days a month,,2 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 1-2 days a week,,3 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 3-4 days a week,,4 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 5-6 days a week,,5 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day,,6 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Frequency of Household or Shopping activities,,"Caring for children or adults (pushing stroller or wheelchair, lifting, bathing) during past 12 months","Caring for children or adults (pushing stroller or wheelchair, lifting, bathing) during past 12 months",SrvMRE_CaringForOthers_v1r0,HOUSE1D,Num,2,,,,0 = Never,,44 = Never,No,No,,Grid Question,,,,,,,11/15/21,,,GRID_HOUSE,
,,,,,,,,,,,,,,,,1 = Once a month or less,,1 = Once a month or less,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2 = 2-3 days a month,,2 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 1-2 days a week,,3 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 3-4 days a week,,4 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 5-6 days a week,,5 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day,,6 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Frequency of Household or Shopping activities,,Walking while shopping or doing errands (Do not count walking for exercise.) during past 12 months,Walking while shopping or doing errands (Do not count walking for exercise.) during past 12 months,SrvMRE_WalkingErrands_v1r0,HOUSE1E,Num,2,,,,0 = Never,,44 = Never,No,No,,Grid Question,,,,,,,11/15/21,,,GRID_HOUSE,
,,,,,,,,,,,,,,,,1 = Once a month or less,,1 = Once a month or less,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2 = 2-3 days a month,,2 = 2 to 3 days per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 1-2 days a week,,3 = 1 to 2 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 3-4 days a week,,4 = 3 to 4 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 5-6 days a week,,5 = 5 to 6 days per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = Every day,,6 = Every day,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent doing Household chores or Shopping activities,,"Light household chores_(cooking, tidying up, laundry, dusting, etc.) time per day","Light household chores_(cooking, tidying up, laundry, dusting, etc.) time per day",SrvMRE_LightChoresTm_v1r0,HOUSE2A,Num,2,,,,1 = 15 minutes or less,,0 = 15 minutes or less,No,No,,Grid Question - Only display if HOUSE2A =0 or no response,,,,,,,11/15/21,,,GRID_HOUSE2,
,,,,,,,,,,,,,,,,2 = 16-30 minutes,,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 31-44 minutes,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45-59 minutes,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1-1.9 hours,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 2-2.9 hours,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 3 hours or more,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent doing Household chores or Shopping activities,,"_Moderate to vigorous household chores_(vacuuming, sweeping, etc.) time per day","_Moderate to vigorous household chores_(vacuuming, sweeping, etc.) time per day",SrvMRE_ModChoresTm_v1r0,HOUSE2B,Num,2,,,,1 = 15 minutes or less,,0 = 15 minutes or less,No,No,,Grid Question -Only display if HOUSE2B =0 or no response,,,,,,,11/15/21,,,GRID_HOUSE2,
,,,,,,,,,,,,,,,,2 = 16-30 minutes,,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 31-44 minutes,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45-59 minutes,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1-1.9 hours,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 2-2.9 hours,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 3 hours or more,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent doing Household chores or Shopping activities,,"Caring for pets (walking dogs, feeding, playing, grooming) time per day","Caring for pets (walking dogs, feeding, playing, grooming) time per day",SrvMRE_CaringForPetsTm_v1r0,HOUSE2C,Num,2,,,,1 = 15 minutes or less,,0 = 15 minutes or less,No,No,,Grid Question - Only display if HOUSE2C =0 or no response,,,,,,,11/15/21,,,GRID_HOUSE2,
,,,,,,,,,,,,,,,,2 = 16-30 minutes,,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 31-44 minutes,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45-59 minutes,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1-1.9 hours,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 2-2.9 hours,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 3 hours or more,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent doing Household chores or Shopping activities,,"Caring for children or adults (pushing stroller or wheelchair, lifting, bathing) time per day","Caring for children or adults (pushing stroller or wheelchair, lifting, bathing) time per day",SrvMRE_CaringForOthTm_v1r0,HOUSE2D,Num,2,,,,1 = 15 minutes or less,,0 = 15 minutes or less,No,No,,Grid Question - Only display if HOUSE2D =0 or no response,,,,,,,11/15/21,,,GRID_HOUSE2,
,,,,,,,,,,,,,,,,2 = 16-30 minutes,,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 31-44 minutes,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45-59 minutes,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1-1.9 hours,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 2-2.9 hours,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 3 hours or more,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Typical time spent doing Household chores or Shopping activities,,Walking while shopping or doing errands (Do not count walking for exercise.) time per day,Walking while shopping or doing errands (Do not count walking for exercise.) time per day,SrvMRE_WalkingErrandTm_v1r0,HOUSE2E,Num,2,,,,1 = 15 minutes or less,,0 = 15 minutes or less,No,No,,Grid Question - Only display if HOUSE2E =0 or no response,,,,,,,11/15/21,,,GRID_HOUSE2,
,,,,,,,,,,,,,,,,2 = 16-30 minutes,,1 = 16 to 30 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = 31-44 minutes,,2 = 31 to 44 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = 45-59 minutes,,3 = 45 to 59 minutes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5 = 1-1.9 hours,,4 = 1 to 2 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6 = 2-2.9 hours,,5 = 2 to 3 hours,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7 = 3 hours or more,,6 = 3 hours or more,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the past 12 months, did you do any of these activities outside of work? Select all that apply.",,"Moderate outdoor chores (such as weeding, raking, or mowing the lawn)","Moderate outdoor chores (such as weeding, raking, or mowing the lawn)",SrvMRE_ModOutChores_v1r0,0,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,LAWN1,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the past 12 months, did you do any of these activities outside of work? Select all that apply.",,"Vigorous outdoor chores (such as digging, carrying lumber, or snow shoveling)","Vigorous outdoor chores (such as digging, carrying lumber, or snow shoveling)",SrvMRE_VigOutChores_v1r0,1,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,LAWN1,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the past 12 months, did you do any of these activities outside of work? Select all that apply.",,"Home repair (such as painting, plumbing, or replacing carpeting)","Home repair (such as painting, plumbing, or replacing carpeting)",SrvMRE_HomeRepair_v1r0,2,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,LAWN1,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the past 12 months, did you do any of these activities outside of work? Select all that apply.",,None of the above,I did not do any of these activities,SrvMRE_NoActivity_v1r0,88,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,10/8/21,,,LAWN1,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"In which season(s) did you do these moderate outdoor chores (such as weeding, raking, or mowing the lawn)? Select all that apply.",,Winter,Winter,SrvMRE_Winter_v1r0,0,Num,2,,,,2=No,,0 = No,No,No,,Only display if LAWN1=0,,,,,,,6/14/21,,,LAWN2A,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,,,,,"In which season(s) did you do these vigorous outdoor chores (such as digging, carrying lumber, or snow shoveling)? Select all that apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,LAWN2B,
,,,,,"In which season(s) did you do these home repairs (such as painting, plumbing, or replacing carpeting)? Select all that apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,LAWN2C,
,,,,,In which season(s) did you walk or hike for exercise? Select all that apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,EXEREC2A,
,,,,,In which season(s) did you jog or run? Select all that apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,EXEREC2B,
,,,,,"In which season(s) did you play tennis, squash, or racquetball? Select all that apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,EXEREC2C,
,,,,,In which season(s) did you play golf? Select all that apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,EXEREC2D,
,,,,,In which season(s) did you swim laps? Select all that apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,EXEREC2E,
,,,,,In which season(s) did you ride a bicycle (including a stationary bike)? Select all that apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,EXEREC2F,
,,,,,"In which season(s) did you do strengthening exercises such as weightlifting, using weight machines, or calisthenics (such as sit-ups or push-ups)? Select all that apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,EXEREC2G,
,,,,,"In which season(s) did you do Yoga, Pilates, or Tai Chi? Select all that apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,EXEREC2H,
