Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
3267,3267,129084651,Survey,726699695,Background and Overall Health,233764880,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,CHILDCANC3G,,,206625031,Age at diagnosis,,,Child 1 Esophageal Cx Age,SrvBOH_C1EsoCancAge_v1r0,CHILDCANC3G_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 6. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3268,3268,129084651,Survey,726699695,Background and Overall Health,233764880,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,CHILDCANC3G,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Esophageal Cx Yr,SrvBOH_C1EsoCancYr_v1r1,CHILDCANC3G_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 6. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3269,3269,129084651,Survey,726699695,Background and Overall Health,905145893,"Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,CHILDCANC3H,,,206625031,Age at diagnosis,,,Child 1 Head/Neck Cx Age,SrvBOH_C1HNCancAge_v1r0,CHILDCANC3H_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 7. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3270,3270,129084651,Survey,726699695,Background and Overall Health,905145893,"Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,CHILDCANC3H,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Head/Neck Cx Yr,SrvBOH_C1HNCancYr_v1r1,CHILDCANC3H_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 7. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3271,3271,129084651,Survey,726699695,Background and Overall Health,473190270,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had kidney cancer?,,CHILDCANC3I,,,206625031,Age at diagnosis,,,Child 1 Kidney Cx Age,SrvBOH_C1KidnCancAge_v1r0,CHILDCANC3I_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 8. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3272,3272,129084651,Survey,726699695,Background and Overall Health,473190270,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had kidney cancer?,,CHILDCANC3I,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Kidney Cx Yr,SrvBOH_C1KidnCancYr_v1r1,CHILDCANC3I_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 8. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3273,3273,129084651,Survey,726699695,Background and Overall Health,483735587,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,CHILDCANC3J,,,206625031,Age at diagnosis,,,Child 1 Leukemia Age,SrvBOH_C1LeukemAge_v1r0,CHILDCANC3J_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 9. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3274,3274,129084651,Survey,726699695,Background and Overall Health,483735587,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,CHILDCANC3J,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Leukemia Yr,SrvBOH_C1LeukemYr_v1r1,CHILDCANC3J_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 9. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3275,3275,129084651,Survey,726699695,Background and Overall Health,331759900,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Liver cancer?,,CHILDCANC3K,,,206625031,Age at diagnosis,,,Child 1 Liver Cx Age,SrvBOH_C1LiverCancAge_v1r0,CHILDCANC3K_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 10. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3276,3276,129084651,Survey,726699695,Background and Overall Health,331759900,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Liver cancer?,,CHILDCANC3K,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Liver Cx Yr,SrvBOH_C1LiverCancYr_v1r1,CHILDCANC3K_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 10. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3277,3277,129084651,Survey,726699695,Background and Overall Health,513077276,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,CHILDCANC3L,,,206625031,Age at diagnosis,,,Child 1 Lung/Bronch Cx Age,SrvBOH_C1LungCancAge_v1r0,CHILDCANC3L_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 11. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3278,3278,129084651,Survey,726699695,Background and Overall Health,513077276,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,CHILDCANC3L,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Lung/Bronch Cx Yr,SrvBOH_C1LungCancYr_v1r1,CHILDCANC3L_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 11. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3279,3279,129084651,Survey,726699695,Background and Overall Health,519974530,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,CHILDCANC3M,,,206625031,Age at diagnosis,,,Child 1 Non-Hodgkin's Lymphoma Age,SrvBOH_C1NHLympAge_v1r0,CHILDCANC3M_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 12. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3280,3280,129084651,Survey,726699695,Background and Overall Health,519974530,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,CHILDCANC3M,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Non-Hodgkin's Lymphoma Yr,SrvBOH_C1NHLympYr_v1r1,CHILDCANC3M_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 12. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3281,3281,129084651,Survey,726699695,Background and Overall Health,907776050,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,CHILDCANC3N,,,206625031,Age at diagnosis,,,Child 1 Lymphoma Age,SrvBOH_C1LymphomaAge_v1r0,CHILDCANC3N_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 13. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3282,3282,129084651,Survey,726699695,Background and Overall Health,907776050,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,CHILDCANC3N,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Lymphoma Yr,SrvBOH_C1LymphomaYr_v1r1,CHILDCANC3N_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 13. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3283,3283,129084651,Survey,726699695,Background and Overall Health,271684775,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,CHILDCANC3O,,,206625031,Age at diagnosis,,,Child 1 Melanoma Age,SrvBOH_C1MelanomaAge_v1r0,CHILDCANC3O_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 14. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3284,3284,129084651,Survey,726699695,Background and Overall Health,271684775,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,CHILDCANC3O,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Melanoma Yr,SrvBOH_C1MelanomaYr_v1r1,CHILDCANC3O_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 14. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3285,3285,129084651,Survey,726699695,Background and Overall Health,252160589,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,CHILDCANC3P,,,206625031,Age at diagnosis,,,Child 1 Non-Melanoma Skin Cx Age,SrvBOH_C1NMSkinCancAge_v1r0,CHILDCANC3P_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 15. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3286,3286,129084651,Survey,726699695,Background and Overall Health,252160589,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,CHILDCANC3P,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Non-Melanoma Skin Cx Yr,SrvBOH_C1NMSkinCancYr_v1r1,CHILDCANC3P_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 15. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3287,3287,129084651,Survey,726699695,Background and Overall Health,774774759,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,CHILDCANC3Q,,,206625031,Age at diagnosis,,,Child 1 Ovarian Cx Age,SrvBOH_C1OvarCancAge_v1r0,CHILDCANC3Q_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 16. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3288,3288,129084651,Survey,726699695,Background and Overall Health,774774759,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,CHILDCANC3Q,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Ovarian Cx Yr,SrvBOH_C1OvarCancYr_v1r1,CHILDCANC3Q_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 16. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3289,3289,129084651,Survey,726699695,Background and Overall Health,127257956,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,CHILDCANC3R,,,206625031,Age at diagnosis,,,Child 1 Pancreatic Cx Age,SrvBOH_C1PancCancAge_v1r0,CHILDCANC3R_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 17. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3290,3290,129084651,Survey,726699695,Background and Overall Health,127257956,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,CHILDCANC3R,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Pancreatic Cx Yr,SrvBOH_C1PancCancYr_v1r1,CHILDCANC3R_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 17. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3291,3291,129084651,Survey,726699695,Background and Overall Health,496917282,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had prostate cancer?,,CHILDCANC3S,,,206625031,Age at diagnosis,,,Child 1 Prostate Cx Age,SrvBOH_C1ProstCancAge_v1r0,CHILDCANC3S_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 18. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3292,3292,129084651,Survey,726699695,Background and Overall Health,496917282,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had prostate cancer?,,CHILDCANC3S,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Prostate Cx Yr,SrvBOH_C1ProstCancYr_v1r1,CHILDCANC3S_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 18. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3293,3293,129084651,Survey,726699695,Background and Overall Health,908129316,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,CHILDCANC3T,,,206625031,Age at diagnosis,,,Child 1 Stomach Cx Age,SrvBOH_C1StomCancAge_v1r0,CHILDCANC3T_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 19. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
3294,3294,129084651,Survey,726699695,Background and Overall Health,908129316,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,CHILDCANC3T,Revised,2/1/24,261863326,Year at diagnosis,,,Child 1 Stomach Cx Yr,SrvBOH_C1StomCancYr_v1r1,CHILDCANC3T_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 19. Range check  min=1800 max=#currentYear (Min previously was: minval=difference(difference(#currentYear,isDefined(D_299300933,isDefined(D_182786508,125))),1))",,,,,2/28/24,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3295,3295,129084651,Survey,726699695,Background and Overall Health,795003496,Child 1- How old was your [CHILD INITIALS OR NICKNAME/YOUR CHILD] when they were first told by a doctor or other health professional that they have or had testicular cancer?,,CHILDCANC3U,,,206625031,Age at diagnosis,,,Child 1 Testicular Cx Age,SrvBOH_C1TestCancAge_v1r0,CHILDCANC3U_AGE,Num,2,,N/A,,No,No,"Connect Format/Values - Only display if SIBCANC2= 20. Range check min=0 max=valueOrDefault(""D_299300933"",""D_182786508"",125)",,,,,8/28/23,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes.
